Company,CEO,CityofBirth,StateofBirth,Age,Undergrad,UGDegree,UGDate,AgeOfUnder,Graduate,GradDegree,MBA?,MasterPhd?,G_Date,AgeOfGradu,YearsFirm,YearsCEO,Salary,Bonus,Other,StGains,TotalComp,Compfor5Yrs,StockOwned,Sales,Profits,ReturnOver5Yrs,Industry,Industry Code,WideIndustry,Log10TotalComp
Wells Fargo,Mr. Carl E Reichardt,Houston,TX,62.0,USC,BA,56.0,24.0,,none,0.0,0.0,,,24.0,11.0,775000.0,1.35e+006,592061.0,178988,2896050.0,8304100.0,0.262,4854.0,612.0,20.0,Financial services-regional banks,1.0,Financial,6.461806055638591
US Trust,Mr. H MarshallSchwarz,New York,NY,57.0,Harvard,BA,58.0,21.0,Harvard,MBA,1.0,1.0,61.0,24.0,27.0,4.0,517308.0,304135,634656.0,,1456100.0,4088190.0,0.32,446.0,42.3,9.0,Financial services-regional banks,1.0,Financial,6.163191201870467
Cullen/Frost Bankers,Mr. Thomas C Frost,San Antonio,TX,66.0,WashingtonLee,BS,50.0,22.0,,none,0.0,0.0,,,44.0,23.0,400000.0,,174745.0,,574745.0,3302850.0,2.982,266.0,38.8,21.0,Financial services-regional banks,1.0,Financial,5.759475201808468
West One Bancorp,Mr. Daniel R Nelson,Spokane,WA,56.0,Washington Stat,BBA,62.0,24.0,,none,0.0,0.0,,,10.0,8.0,429996.0,180598,14163.0,258673,883430.0,2965950.0,0.046,600.0,83.2,22.0,Financial services-regional banks,1.0,Financial,5.9461721431827685
Magna Group,Mr. William S Badgley,Belleville,IL,64.0,Washington U,BS,60.0,30.0,,none,0.0,0.0,,,41.0,2.0,411600.0,148125,48537.0,,608262.0,1628320.0,0.458,290.0,37.5,12.0,Financial services-regional banks,1.0,Financial,5.7840906855968965
Compass Bancshares,Mr. D PaulJones Jr,Birmingham,AL,51.0,U of Alabama,BS,64.0,21.0,NYU,JD,0.0,1.0,67.0,24.0,16.0,3.0,408098.0,408098,25925.0,,842121.0,5975560.0,1.372,625.0,89.3,25.0,Financial services-regional banks,1.0,Financial,5.925374497505395
First of America Ban,Mr. Daniel R Smith,Kalamazoo,MI,60.0,Western Michiga,BBA,55.0,21.0,,none,0.0,0.0,,,38.0,9.0,625000.0,285000,198748.0,,1108750.0,4633330.0,0.069,1803.0,247.4,19.0,Financial services-regional banks,1.0,Financial,6.044833632839783
Associated Banc-Corp,Mr. Harry B Conlon,Green Bay,WI,59.0,U of Notre Dame,BS,57.0,22.0,U of Wisc Madis,LLB,0.0,1.0,64.0,29.0,29.0,19.0,307000.0,115125,46867.0,,468992.0,2969750.0,0.825,249.0,36.2,21.0,Financial services-regional banks,1.0,Financial,5.671165434643681
First Security,Mr. Spencer F Eccles,Ogden,UT,59.0,U of Utah,BS,56.0,21.0,Columbia,MA,0.0,1.0,59.0,24.0,35.0,12.0,467450.0,280404,20794.0,,768648.0,3161600.0,2.718,812.0,114.1,24.0,Financial services-regional banks,1.0,Financial,5.885727501497345
Citizens Bancorp,Mr. Alfred H Smith Jr,Washington,DC,60.0,,,,,,none,0.0,0.0,,,31.0,7.0,18600.0,,10216.0,,28816.0,113181.0,8.881,242.0,26.8,11.0,Financial services-regional banks,1.0,Financial,4.459633695475459
City National,Mr. BramGoldsmith,Chicago,IL,71.0,,,,,,none,0.0,0.0,,,19.0,19.0,540000.0,,899.0,,540899.0,10354400.0,14.923,214.0,-6.9,-14.0,Financial services-regional banks,1.0,Financial,5.733116178530467
First Bancorporation,Mr. Howard L Flood,Staten Island,NY,59.0,,,,,,none,0.0,0.0,,,31.0,9.0,365700.0,121095,127032.0,36616,650443.0,2165770.0,0.162,332.0,55.2,16.0,Financial services-regional banks,1.0,Financial,5.813209244217974
First National of Ne,Mr. John R Lauritzen,,,77.0,,,,,,none,0.0,0.0,,,51.0,26.0,397303.0,304233,116411.0,,817947.0,1975410.0,46.11,546.0,70.1,,Financial services-regional banks,1.0,Financial,5.912725163875169
Shawmut National,Mr. Joel B Alvord,Manchester,CT,55.0,Dartmouth,AB,60.0,21.0,Dartmouth,MBA,1.0,1.0,61.0,22.0,31.0,8.0,650000.0,650000,221247.0,1.07813e+006,2599370.0,8020240.0,0.117,1931.0,244.6,-1.0,Financial services-regional banks,1.0,Financial,6.414868102325697
Fourth Financial,Mr. Darrell G Knudson,Centerville,SD,56.0,,,,,,none,0.0,0.0,,,3.0,3.0,363838.0,300000,7770.0,69584,741192.0,1810000.0,0.128,523.0,65.2,11.0,Financial services-regional banks,1.0,Financial,5.869930723147392
UJB Financial,Mr. T JosephSemrod,Oklahoma City,OK,57.0,U of Oklahoma,BA,58.0,21.0,U of Oklahoma,JD,0.0,1.0,63.0,26.0,13.0,13.0,665000.0,284350,685408.0,103926,1738680.0,5444240.0,0.344,1062.0,74.2,10.0,Financial services-regional banks,1.0,Financial,6.240219658470587
Barnett Banks,Mr. Charles E Rice,Chattanooga,TN,58.0,U of Miami,BBA,58.0,22.0,Rollins C,MBA,1.0,1.0,64.0,28.0,29.0,15.0,685000.0,1.0155e+006,881971.0,799975,3382450.0,8830270.0,0.105,3130.0,421.0,10.0,Financial services-regional banks,1.0,Financial,6.529231385495946
Firstar,Mr. Roger L Fitzsimonds,Milwaukee,WI,56.0,U of Wisc Milwa,BA,60.0,22.0,U of Wisc Milwa,MBA,1.0,1.0,71.0,33.0,30.0,3.0,548000.0,378900,380250.0,,1307150.0,4217730.0,0.112,1209.0,204.3,22.0,Financial services-regional banks,1.0,Financial,6.116325427239598
First Commercial,Mr. BarnettGrace,Batesville,AK,49.0,SMU,BBA,66.0,21.0,SMU,JD,0.0,1.0,68.0,23.0,22.0,7.0,314350.0,162000,5406.0,24434,506190.0,2186050.0,1.525,237.0,37.5,22.0,Financial services-regional banks,1.0,Financial,5.704313561233699
NBD Bancorp,Mr. Verne G Istock,Grosse Pointe,MI,53.0,U of Michigan,BA,62.0,21.0,U of Michigan,MBA,1.0,1.0,63.0,22.0,31.0,1.0,725000.0,300000,324629.0,368074,1717700.0,,0.105,3208.0,481.8,14.0,Financial services-regional banks,1.0,Financial,6.234947315652687
Worthen Banking,Mr. Curtis F Bradbury Jr,Little Rock,AR,44.0,U of Arkansas,BSB,70.0,20.0,U of Arkansas,MA,0.0,1.0,71.0,21.0,9.0,7.0,295934.0,95000,6306.0,,397240.0,3151990.0,0.429,279.0,31.4,20.0,Financial services-regional banks,1.0,Financial,5.599052973218668
First Interstate Ban,Mr. Edward M Carson,Tucson,AZ,64.0,Arizona State,BS,51.0,21.0,Rutgers-Stonier,MBA,1.0,1.0,63.0,33.0,43.0,4.0,784133.0,1.062e+006,254604.0,43500,2144240.0,5941110.0,0.043,3898.0,561.4,15.0,Financial services-regional banks,1.0,Financial,6.331273393353888
Summit Bancorp,Mr. Robert G Cox,Watertown,NY,53.0,,,,,,none,0.0,0.0,,,21.0,1.0,332833.0,135000,224161.0,,691994.0,,0.448,304.0,42.4,4.0,Financial services-regional banks,1.0,Financial,5.840102328881341
Mellon Bank,Mr. Frank V Cahouet,Boston,MA,61.0,Harvard,BA,54.0,21.0,U of Penn-Whart,MBA,1.0,1.0,59.0,26.0,7.0,7.0,760000.0,625000,2287530.0,8.03341e+006,11705900.0,23139200.0,0.426,3237.0,361.0,20.0,Financial services-regional banks,1.0,Financial,7.068404809746239
United Missouri Banc,Mr. R CrosbyKemper,Kansas City,MO,67.0,,,,,,none,0.0,0.0,,,44.0,24.0,578974.0,,80590.0,56801,716365.0,3106150.0,15.114,415.0,41.1,12.0,Financial services-regional banks,1.0,Financial,5.855134359033237
Citadel Holding,Mr. Richard M Greenwood,Fargo,ND,46.0,U of Idaho,BS,72.0,24.0,American Grad S,MBA,1.0,1.0,74.0,26.0,2.0,2.0,385000.0,,,,385000.0,,1e-05,304.0,-67.2,-32.0,Financial services-thrift institutions,1.0,Financial,5.585460729508501
Downey SavingsLoan,Mr. Thomas E Prince,Pasadena,CA,47.0,USC,BS,68.0,21.0,USC,MBA,1.0,1.0,74.0,27.0,2.0,1.0,165000.0,50292,6349.0,,221641.0,,1e-05,238.0,28.6,11.0,Financial services-thrift institutions,1.0,Financial,5.345650100942397
Sovereign Bancorp,Mr. Jay S Sidhu,India,,42.0,,,,,Wilkes C,MBA,1.0,1.0,73.0,21.0,8.0,5.0,195670.0,351422,4497.0,,551589.0,1611150.0,1.295,271.0,30.6,41.0,Financial services-thrift institutions,1.0,Financial,5.741615596722565
Anchor Bancorp,Mr. James M Large Jr,Philadelphia,PA,62.0,Princeton,BSE,54.0,22.0,,none,0.0,0.0,,,5.0,5.0,452539.0,203875,18100.0,,674514.0,2584550.0,0.222,531.0,53.1,23.0,Financial services-thrift institutions,1.0,Financial,5.828990968180863
Washington Mutual Sa,Mr. Kerry K Killinger,Des Moines,IA,44.0,U of Iowa,BBA,70.0,20.0,U of Iowa,MBA,1.0,1.0,71.0,21.0,18.0,4.0,430000.0,230000,17260.0,,677260.0,5286420.0,0.866,1180.0,175.3,22.0,Financial services-thrift institutions,1.0,Financial,5.8307554262747985
CSF Holdings,Mr. Charles B Stuzin,Miami,FL,52.0,U of Florida,BS,64.0,22.0,U of Miami,JD,0.0,1.0,67.0,25.0,20.0,12.0,375000.0,155000,45211.0,,575211.0,3953330.0,28.936,342.0,58.2,34.0,Financial services-thrift institutions,1.0,Financial,5.759827182648856
Standard Federal Ban,Mr. Thomas R Ricketts,Detroit,MI,63.0,U of Michigan,BBA,53.0,22.0,U of Michigan,JD,0.0,1.0,56.0,25.0,38.0,20.0,753000.0,125500,5970.0,,884470.0,3876430.0,0.115,769.0,115.6,29.0,Financial services-thrift institutions,1.0,Financial,5.946683106826958
California Federal B,Mr. Edward G Harshfield,New York,NY,57.0,Southeastern U,BBA,62.0,25.0,,none,0.0,0.0,,,1.0,1.0,475000.0,100000,42054.0,,617054.0,,1e-05,1084.0,-145.5,-37.0,Financial services-thrift institutions,1.0,Financial,5.790323171935713
FirstFed Michigan,Mr. C GeneHarling,Gainesville,FL,48.0,U of Florida,BBA,68.0,22.0,Wayne State U,MBA,1.0,1.0,69.0,23.0,15.0,4.0,410000.0,258546,,131719,800265.0,2980170.0,0.268,735.0,41.4,20.0,Financial services-thrift institutions,1.0,Financial,5.903233823217514
American Savings of,Mr. Stephen D Taylor,Provo,UT,48.0,Brigham Young U,BA,69.0,23.0,Harvard,MBA,1.0,1.0,71.0,25.0,3.0,3.0,315000.0,157500,44165.0,,516665.0,,0.351,191.0,30.5,,Financial services-thrift institutions,1.0,Financial,5.713209042498428
Great Lakes Bancorp,Mr. Robert J Delonis,Detroit,MI,42.0,U of Michigan,BBA,73.0,21.0,,none,0.0,0.0,,,12.0,2.0,233462.0,46366,31568.0,48878,360274.0,796732.0,0.267,218.0,12.9,7.0,Financial services-thrift institutions,1.0,Financial,5.556632921395497
People's Bank,Mr. David E A Carson,England,,59.0,U of Michigan,BBA,55.0,20.0,,none,0.0,0.0,,,11.0,9.0,390000.0,263250,31153.0,38250,722653.0,2437440.0,0.15,497.0,41.3,9.0,Financial services-thrift institutions,1.0,Financial,5.858929809935372
Commercial Federal,Mr. William A Fitzgerald,Omaha,NE,56.0,Creighton U,BS,59.0,21.0,,none,0.0,0.0,,,39.0,19.0,319332.0,127728,137700.0,599779,1184540.0,2738860.0,1.089,393.0,35.0,21.0,Financial services-thrift institutions,1.0,Financial,6.073549730728657
HF Ahmanson,Mr. Charles R Rinehart,San Francisco,CA,47.0,U of San Franci,BS,68.0,21.0,,none,0.0,0.0,,,5.0,1.0,643758.0,312817,72448.0,,1029020.0,,0.115,3100.0,-138.0,5.0,Financial services-thrift institutions,1.0,Financial,6.012423815778204
Washington Federal S,Mr. Guy C Pinkerton,Seattle,WA,59.0,U of Washington,BA,59.0,24.0,,none,0.0,0.0,,,29.0,2.0,228800.0,43800,28080.0,471475,772155.0,,1.092,295.0,95.2,22.0,Financial services-thrift institutions,1.0,Financial,5.887704488014332
Great Western Financ,Mr. James F Montgomery,Topeka,KS,59.0,UCLA,BS,57.0,22.0,,none,0.0,0.0,,,19.0,15.0,950000.0,142500,216166.0,300625,1609290.0,8963230.0,0.253,2883.0,62.0,6.0,Financial services-thrift institutions,1.0,Financial,6.206634312620569
FirstFed Financial,Mr. William S Mortensen,Philadelphia,PA,61.0,USC,BS,54.0,21.0,,none,0.0,0.0,,,39.0,11.0,332800.0,,2629.0,462826,798255.0,5962880.0,1.946,241.0,-2.0,2.0,Financial services-thrift institutions,1.0,Financial,5.902141647494111
Northeast Federal,Mr. Kirk W Walters,American Falls,ID,38.0,USC,BBA,78.0,22.0,,none,0.0,0.0,,,5.0,1.0,350000.0,,,,350000.0,,0.081,238.0,-14.1,6.0,Financial services-thrift institutions,1.0,Financial,5.544068044350275
GP Financial,Mr. Thomas S Johnson,Racine,WI,53.0,Trinity College,AB,62.0,21.0,Harvard,MBA,1.0,1.0,64.0,23.0,1.0,1.0,500000.0,,,,500000.0,,0.145,561.0,95.9,-35.0,Financial services-thrift institutions,1.0,Financial,5.698970004336019
Glendale Federal Ban,Mr. Stephen J Trafton,Mt Vernon,WA,47.0,Washington Stat,BS,68.0,21.0,,none,0.0,0.0,,,4.0,2.0,680000.0,1e+006,1920.0,,1681920.0,,0.003,1044.0,,-57.0,Financial services-thrift institutions,1.0,Financial,6.225805334871631
TCF Financial,Mr. William A Cooper,Detroit,MI,50.0,Wayne State U,BS,67.0,23.0,,none,0.0,0.0,,,9.0,9.0,500006.0,,161871.0,207575,869452.0,5679500.0,2.752,477.0,38.0,26.0,Financial services-thrift institutions,1.0,Financial,5.939245610823436
FarmHome Financial,Mr. JohnMorton III,Orange,NJ,50.0,US Naval Acad,BS,67.0,23.0,Harvard,MBA,1.0,1.0,73.0,29.0,2.0,2.0,300000.0,25000,76917.0,,401917.0,,0.015,252.0,15.1,25.0,Financial services-thrift institutions,1.0,Financial,5.604136376060285
Golden West Financia,Mrs. Marion O Sandler,Biddeford,ME,63.0,Wellesley C,BA,52.0,21.0,NYU,MBA,1.0,1.0,58.0,27.0,31.0,31.0,847333.0,,13391.0,1.17521e+006,2035940.0,12696100.0,7.751,1932.0,273.9,17.0,Financial services-thrift institutions,1.0,Financial,6.308764975013997
Coast Savings Financ,Mr. RayMartin,Nogales,AZ,58.0,,,,,,none,0.0,0.0,,,35.0,10.0,500004.0,200000,28006.0,,728010.0,3453880.0,0.114,576.0,17.2,-1.0,Financial services-thrift institutions,1.0,Financial,5.862137344855608
Rochester Community,Mr. Leonard S Simon,Passaic,NJ,57.0,MIT,BS,58.0,21.0,Columbia,PhD,0.0,1.0,63.0,26.0,25.0,10.0,360961.0,,129040.0,,490001.0,2215280.0,0.267,240.0,-59.4,1.0,Financial services-thrift institutions,1.0,Financial,5.690196966342878
Metropolitan Financi,Mr. Norman M Jones,Fargo,ND,63.0,,,,,,none,0.0,0.0,,,42.0,2.0,400000.0,65000,,,465000.0,,1.549,563.0,65.2,30.0,Financial services-thrift institutions,1.0,Financial,5.667452952889954
Dime Bancorp,Mr. Richard D Parsons,Brooklyn,NY,46.0,U of Hawaii,BA,68.0,20.0,Union C,JD,0.0,1.0,71.0,23.0,6.0,4.0,525000.0,225000,325139.0,,1075140.0,2651220.0,0.382,576.0,44.6,-8.0,Financial services-thrift institutions,1.0,Financial,6.031465019850377
St Paul Bancorp,Mr. Joseph C Scully,Detroit,MI,53.0,Loyola U,BS,62.0,21.0,Loyola U,MBA,1.0,1.0,72.0,31.0,31.0,12.0,323699.0,182375,146041.0,,652115.0,3215080.0,0.442,289.0,41.4,18.0,Financial services-thrift institutions,1.0,Financial,5.814324189997837
SFFed Corp,Mr. Roger L Gordon,Neosho,MO,52.0,,,,,,none,0.0,0.0,,,32.0,4.0,352194.0,148500,22866.0,,523560.0,1822100.0,0.294,234.0,9.9,5.0,Financial services-thrift institutions,1.0,Financial,5.718966459034445
Supervalu,Mr. Michael W Wright,Minneapolis,MN,55.0,U of Minnesota,BA,61.0,22.0,U of Minnesota,JD,0.0,1.0,63.0,24.0,17.0,13.0,675000.0,810000,14594.0,746528,2246120.0,6842950.0,0.22,16104.0,182.6,10.0,Food distributors-food wholesalers,2.0,Food,6.35143295492885
Nash Finch,Mr. Harold B Finch Jr,Grand Forks,ND,66.0,U of Minnesota,BCH,52.0,24.0,,none,0.0,0.0,,,28.0,12.0,294191.0,150000,50774.0,,494965.0,2214890.0,1.472,2724.0,15.9,-2.0,Food distributors-food wholesalers,2.0,Food,5.694574490157253
Fleming Cos,Mr. Robert E Stauth,Dodge City,KS,49.0,Kansas State U,BS,66.0,21.0,,none,0.0,0.0,,,17.0,1.0,325186.0,,174.0,,325360.0,,0.097,13092.0,37.5,-2.0,Food distributors-food wholesalers,2.0,Food,5.512364159396531
Sysco,Mr. John F Woodhouse,Wilmington,DE,63.0,Wesleyan C,BA,53.0,22.0,Harvard,MBA,1.0,1.0,55.0,24.0,25.0,11.0,562500.0,403664,70008.0,,1036170.0,5674830.0,0.354,10589.0,212.2,20.0,Food distributors-food wholesalers,2.0,Food,6.015431014101396
Brinker Internationa,Mr. Norman E Brinker,Denver,CO,63.0,San Diego State,,57.0,26.0,,none,0.0,0.0,,,11.0,11.0,573708.0,753887,104873.0,1.34927e+007,14925100.0,16617000.0,2.056,740.0,56.9,43.0,Food distributors-restaurant chains,2.0,Food,7.173917249637434
McDonald's,Mr. Michael R Quinlan,Chicago,IL,49.0,Loyola U,BS,67.0,22.0,Loyola U,MBA,1.0,1.0,70.0,25.0,28.0,7.0,980000.0,800000,299176.0,,2079180.0,9273410.0,0.084,7408.0,1082.5,18.0,Food distributors-restaurant chains,2.0,Food,6.317892088957647
Flagstar Cos,Mr. Jerome J Richardson,Spring Hope,NC,57.0,Wofford C,BA,59.0,22.0,,none,0.0,0.0,,,33.0,5.0,824355.0,,13652.0,,838007.0,9291410.0,1.931,3970.0,-1681.5,,Food distributors-restaurant chains,2.0,Food,5.923247646373327
Cracker Barrel Old C,Mr. Dan W Evins,Smithville,TN,58.0,,,,,,none,0.0,0.0,,,24.0,24.0,326600.0,861748,30647.0,1.94393e+007,20658300.0,24016800.0,0.671,578.0,51.1,43.0,Food distributors-restaurant chains,2.0,Food,7.315094579962097
Hannaford Bros,Mr. Hugh G Farrington,North Conway,NH,49.0,Dartmouth,BA,67.0,22.0,U of New Hampsh,MA,0.0,1.0,68.0,23.0,26.0,2.0,338000.0,253500,181574.0,89744,862818.0,,0.498,2055.0,54.6,14.0,Food distributors-supermarketsconvenience,2.0,Food,5.935919196721573
Food Lion,Mr. Tom E Smith,Salisbury,NC,53.0,Catawba C,BA,64.0,23.0,,none,0.0,0.0,,,24.0,8.0,642314.0,,193897.0,,836211.0,4760260.0,0.726,7610.0,3.9,-3.0,Food distributors-supermarketsconvenience,2.0,Food,5.922315876211143
Southland,Mr. Clark J Matthews II,Arkansas City,KS,57.0,SMU,BA,59.0,22.0,SMU,JD,0.0,1.0,61.0,24.0,29.0,3.0,390000.0,131040,14130.0,,535170.0,1764730.0,0.037,5781.0,-11.3,,Food distributors-supermarketsconvenience,2.0,Food,5.728491760216365
StopShop Companies,Mr. Lewis G Schaeneman Jr,Springfield,MA,63.0,Cornell,BS,52.0,21.0,Harvard,MBA,1.0,1.0,56.0,25.0,28.0,5.0,520000.0,572972,8650.0,,1101620.0,3485360.0,0.189,3568.0,63.7,32.0,Food distributors-supermarketsconvenience,2.0,Food,6.042031811971808
Bruno's,Mr. Ronald G Bruno,Birmingham,AL,42.0,U of Alabama,BS,74.0,22.0,,none,0.0,0.0,,,21.0,4.0,305769.0,45000,58622.0,,409391.0,1649920.0,7.479,2893.0,36.2,-5.0,Food distributors-supermarketsconvenience,2.0,Food,5.612138290956432
Kroger,Mr. Joseph A Pichler,St Louis,MO,54.0,U of Notre Dame,BA,61.0,21.0,U of Chicago,PhD,0.0,1.0,66.0,26.0,14.0,4.0,416923.0,582343,286876.0,,1286140.0,3705520.0,0.197,22384.0,170.8,18.0,Food distributors-supermarketsconvenience,2.0,Food,6.109288245351931
Albertson's,Mr. Gary G Michael,Laurel,MT,53.0,U of Idaho,BS,62.0,21.0,,none,0.0,0.0,,,28.0,3.0,637577.0,325000,22000.0,,984577.0,6632890.0,0.096,11284.0,339.7,24.0,Food distributors-supermarketsconvenience,2.0,Food,5.993249686312064
Vons Cos,Mr. Roger E Stangeland,Chicago,IL,64.0,U of Illinois,BS,51.0,21.0,,none,0.0,0.0,,,34.0,10.0,700660.0,,70061.0,,770721.0,4754890.0,2.157,5075.0,33.0,2.0,Food distributors-supermarketsconvenience,2.0,Food,5.886897192461899
American Stores,Mr. Victor L Lund,Salt Lake City,UT,46.0,U of Utah,BS,69.0,21.0,U of Utah,MBA,1.0,1.0,72.0,24.0,17.0,2.0,750000.0,259145,295004.0,302196,1606350.0,5457160.0,0.362,18763.0,262.1,14.0,Food distributors-supermarketsconvenience,2.0,Food,6.205840177622519
Safeway,Mr. Steven A Burd,Valley City,ND,44.0,Carroll C,BS,71.0,21.0,U of Wisc Milwa,MA,0.0,1.0,73.0,23.0,2.0,1.0,550000.0,545000,,,1095000.0,,0.056,15215.0,123.3,19.0,Food distributors-supermarketsconvenience,2.0,Food,6.039414119176137
Giant Food,Mr. IsraelCohen,Israel,,81.0,,,,,,none,0.0,0.0,,,58.0,17.0,556600.0,690500,47723.0,,1294820.0,19577700.0,4.796,3567.0,95.0,-2.0,Food distributors-supermarketsconvenience,2.0,Food,6.112209398965441
Penn Traffic,Mr. Claude J Incaudo,Detroit,MI,60.0,,,,,,none,0.0,0.0,,,17.0,4.0,360500.0,214972,,,575472.0,2218640.0,0.7,3172.0,8.2,18.0,Food distributors-supermarketsconvenience,2.0,Food,5.760024197572551
Great AtlanticPaci,Mr. JamesWood,England,,64.0,Loughborough C,CB,55.0,25.0,,none,0.0,0.0,,,14.0,14.0,1090150.0,28250,136060.0,,1254460.0,30193400.0,0.029,10384.0,4.0,-11.0,Food distributors-supermarketsconvenience,2.0,Food,6.098456817857698
Smith's FoodDrug C,Mr. Jeffrey P Smith,Brigham City,UT,44.0,,,,,,none,0.0,0.0,,,24.0,6.0,683606.0,539000,,,1222610.0,5550490.0,9.819,2807.0,45.8,1.0,Food distributors-supermarketsconvenience,2.0,Food,6.087287943659764
Winn-Dixie Stores,Mr. A DanoDavis,New Rochelle,NY,48.0,,,,,,none,0.0,0.0,,,26.0,12.0,353600.0,395200,12035.0,,760835.0,3624450.0,2.453,11040.0,239.7,22.0,Food distributors-supermarketsconvenience,2.0,Food,5.881290482842657
Brown-Forman,Mr. OwsleyBrown II,Louisville,KY,51.0,Yale,BA,64.0,21.0,Stanford U,MBA,1.0,1.0,66.0,23.0,26.0,1.0,398874.0,303525,388623.0,21432,1112450.0,,15.275,1409.0,163.3,10.0,Fooddrinktobacco-beverages,2.0,Food,6.046280500361211
Whitman,Mr. Bruce S Chelberg,Chicago,IL,59.0,U of Illinois,BS,56.0,21.0,U of Illinois,LLB,0.0,1.0,58.0,23.0,12.0,2.0,548333.0,575000,85622.0,,1208960.0,5557020.0,0.212,2530.0,106.4,4.0,Fooddrinktobacco-beverages,2.0,Food,6.08241193190572
Dr Pepper/Seven-Up,Mr. John R Albers,Minneapolis,MN,62.0,U of Minnesota,BA,57.0,25.0,,none,0.0,0.0,,,23.0,8.0,668320.0,424829,,,1093150.0,3455130.0,3.69,707.0,94.1,36.0,Fooddrinktobacco-beverages,2.0,Food,6.038679759115851
PepsiCo,Mr. D WayneCalloway,Elkin,NC,58.0,Wake Forest U,BBA,59.0,23.0,,none,0.0,0.0,,,27.0,8.0,1191150.0,1.7e+006,95170.0,,2986320.0,20514600.0,0.088,25021.0,1587.9,22.0,Fooddrinktobacco-beverages,2.0,Food,6.475136342835768
Coca-Cola,Mr. Roberto C Goizueta,Cuba,,62.0,Yale,BS,53.0,21.0,,none,0.0,0.0,,,40.0,13.0,1454000.0,2.2e+006,1519540.0,9.47813e+006,14651700.0,51896200.0,0.623,13957.0,2188.0,28.0,Fooddrinktobacco-beverages,2.0,Food,7.165888017713064
Anheuser-Busch Cos,Mr. August A Busch III,St Louis,MO,56.0,,,,,,none,0.0,0.0,,,37.0,19.0,940000.0,896000,39919.0,,1875920.0,25935100.0,0.486,11505.0,594.5,11.0,Fooddrinktobacco-beverages,2.0,Food,6.2732143136276015
Coca-Cola Enterprise,Mr. Summerfield K Johnsto,Chattanooga,TN,61.0,,,,,,none,0.0,0.0,,,38.0,2.0,800000.0,502400,173072.0,,1475470.0,2947470.0,7.77,5465.0,-15.0,1.0,Fooddrinktobacco-beverages,2.0,Food,6.168930383631363
Snapple Beverage,Mr. LeonardMarsh,Brooklyn,NY,61.0,,,,,,none,0.0,0.0,,,22.0,2.0,300000.0,1.6983e+006,47198.0,,2045500.0,,7.663,516.0,59.5,116.0,Fooddrinktobacco-beverages,2.0,Food,6.310799483834392
Ralston-Continental,Mr. Jay W Brown,,,48.0,Ohio State U,BS,66.0,20.0,Ohio State U,MA,0.0,1.0,68.0,22.0,13.0,10.0,250000.0,150000,40065.0,199213,639278.0,4665490.0,0.068,1984.0,27.7,,Fooddrinktobacco-food processors,2.0,Food,5.805689758957557
Quaker Oats,Mr. William D Smithburg,Chicago,IL,55.0,DePaul U,BS,60.0,21.0,Northwestern U,MBA,1.0,1.0,61.0,22.0,28.0,13.0,795000.0,748800,6337280.0,4.44589e+006,12327000.0,24309400.0,0.219,5792.0,304.6,8.0,Fooddrinktobacco-food processors,2.0,Food,7.0908573959815335
HJ Heinz,Dr. Anthony J F O'Reilly,Ireland,,58.0,U of Dublin,BCL,58.0,22.0,U of Bradford U,PhD,0.0,1.0,80.0,44.0,25.0,15.0,514000.0,372557,1910820.0,,2797380.0,120844000.0,1.279,7135.0,543.5,9.0,Fooddrinktobacco-food processors,2.0,Food,6.446751465546906
Sara Lee,Mr. John H Bryan,West Point,MS,57.0,Rhodes C,BA,58.0,21.0,,none,0.0,0.0,,,34.0,19.0,885144.0,870053,207447.0,1.0003e+007,11965700.0,31667000.0,0.317,14963.0,733.0,15.0,Fooddrinktobacco-food processors,2.0,Food,7.077938110157554
Pioneer Hi-Bred Inte,Mr. Thomas N Urban,DesMoines,IA,59.0,Harvard,BA,56.0,21.0,Harvard,MBA,1.0,1.0,60.0,25.0,34.0,13.0,483514.0,189859,150872.0,,824245.0,4328710.0,0.414,1342.0,132.4,24.0,Fooddrinktobacco-food processors,2.0,Food,5.916056321324447
Tyson Foods,Mr. Leland E Tollett,Nashville,AR,57.0,U of Arkansas,BSA,58.0,21.0,U of Arkansas,MSA,0.0,1.0,59.0,22.0,35.0,3.0,485000.0,115000,44335.0,297000,941335.0,5522550.0,1.4,4777.0,185.3,22.0,Fooddrinktobacco-food processors,2.0,Food,5.973744206594413
International Multif,Mr. AnthonyLuiso,Italy,,50.0,Iona C,BA,67.0,23.0,U of Chicago,MBA,1.0,1.0,82.0,38.0,7.0,5.0,413333.0,355800,58740.0,,827873.0,2648820.0,0.288,2200.0,2.2,2.0,Fooddrinktobacco-food processors,2.0,Food,5.917963718874799
Dean Foods,Mr. Howard M Dean,Hinsdale,IL,56.0,SMU,BBA,60.0,22.0,Northwestern U,MBA,1.0,1.0,61.0,23.0,39.0,7.0,448095.0,300222,12072.0,67342,827731.0,5407070.0,0.949,2352.0,66.3,9.0,Fooddrinktobacco-food processors,2.0,Food,5.917889220605187
Borden,Mr. Ervin R Shames,Des Moines,IA,53.0,U of Florida,BSB,62.0,21.0,Harvard,MBA,1.0,1.0,66.0,25.0,1.0,1.0,306818.0,200000,95551.0,,602369.0,,0.021,5506.0,-575.6,-11.0,Fooddrinktobacco-food processors,2.0,Food,5.779862613465946
