Make/Model,MPG_City,MPG_Hwy,Weight(lb),Seating,Horsepower,HP/Pound,Displacement,Cylinders,Origin,Transmission,EPA_Class,Length,Fuel,HEV,Turbocharger,Make,Model,GP1000M_City,GP1000M_Hwy,h GP1000M_City,Residual GP1000M_City,Residual GP1000M_City 2,Residual GP1000M_City 3
Nissan_Xterra,16.0,20.0,4150.0,5.0,261.0,0.06289156626506025,4.0,6.0,3.0,M,suv2,178.7,gas,no,no,Nissan,Xterra,62.5,50.0,0.012946846671922248,-2.705952275736351,-2.496544916232068,-2.0318474675831766
Nissan_Pathfinder,14.0,20.0,4801.0,7.0,266.0,0.05540512393251406,4.0,6.0,3.0,A,suv4,192.3,gas,no,no,Nissan,Pathfinder,71.42857142857143,50.0,0.007985860492576085,1.157526062819116,0.9734596346144571,0.8958994347462976
Nissan_Pathfinder,12.0,18.0,5020.0,7.0,310.0,0.061752988047808766,5.6,8.0,3.0,A-S,suv4,192.3,gas,no,no,Nissan,Pathfinder,83.33333333333333,55.55555555555556,0.01304109858636102,9.578529768610267,9.401287946585143,9.535063895833616
Nissan_Rogue,21.0,26.0,3426.0,5.0,170.0,0.049620548744892,2.5,4.0,3.0,AV,suv4,182.9,gas,no,no,Nissan,Rogue,47.61904761904762,38.46153846153846,0.05430243049269391,1.299146647393826,1.2320843581727203,1.1854369175602173
Pontiac_G5,25.0,35.0,2991.0,5.0,148.0,0.04948177866934136,2.2,4.0,1.0,M,subcompact,179.8,gas,no,no,Pontiac,G5,40.0,28.571428571428573,0.010599381475251987,-5.616178999755633,-5.636728200488527,-5.578085511122801
Pontiac_G6,22.0,30.0,3305.0,5.0,164.0,0.04962178517397882,2.4,4.0,1.0,A,compact,189.0,gas,no,no,Pontiac,G6,45.45454545454545,33.333333333333336,0.008788116949067497,-3.7140300246717857,-3.942984626295477,-4.285855813491956
Pontiac_G6,17.0,26.0,3457.0,5.0,219.0,0.063349725195256,3.5,6.0,1.0,A,compact,189.0,gas,no,no,Pontiac,G6,58.8235294117647,38.46153846153846,0.006979280360112226,3.8490326961415136,3.866953846171427,3.797893747869054
Pontiac_Grand_Prix,18.0,28.0,3477.0,5.0,200.0,0.057520851308599366,3.8,6.0,1.0,A,midsize,198.3,gas,no,no,Pontiac,Grand_Prix,55.55555555555556,35.714285714285715,0.012222751142477842,3.1834938316356443,3.0627529379718865,2.8508913426662232
Pontiac_Grand_Prix,16.0,25.0,3600.0,5.0,303.0,0.08416666666666667,5.3,8.0,1.0,A-S,midsize,198.3,gas,no,no,Pontiac,Grand_Prix,62.5,40.0,0.015964965482311317,2.7151197969759977,2.951924758126218,3.294253691427649
Pontiac_G8,17.0,25.0,3885.0,5.0,256.0,0.06589446589446589,3.6,6.0,1.0,A-S,large,196.1,gas,no,no,Pontiac,G8,58.8235294117647,40.0,0.01094938485205017,0.02451734432948882,-0.08026359146647621,-0.04245081239010062
Pontiac_G8,15.0,24.0,3985.0,5.0,361.0,0.09058971141781681,6.0,8.0,1.0,A-S,large,196.1,gas,no,no,Pontiac,G8,66.66666666666667,41.666666666666664,0.012664302343928655,-1.5285127146344308,-1.0989296153279042,-0.5023185480708605
Pontiac_Vibe,25.0,31.0,2778.0,5.0,126.0,0.04535637149028078,1.8,4.0,1.0,A,smallwagon,171.9,gas,no,no,Pontiac,Vibe,40.0,32.25806451612903,0.011094485505617391,-3.692621145918281,-3.898292074037009,-4.28694938882834
Pontiac_Vibe,26.0,33.0,2700.0,5.0,126.0,0.04666666666666667,1.8,4.0,1.0,M,smallwagon,171.9,gas,no,no,Pontiac,Vibe,38.46153846153846,30.303030303030305,0.01051594577566779,-3.842810384964544,-3.860865254010193,-3.8388163237316633
Pontiac_Torrent,17.0,24.0,3660.0,5.0,185.0,0.050546448087431695,3.4,6.0,1.0,A,suv2,188.7,gas,no,no,Pontiac,Torrent,58.8235294117647,41.666666666666664,0.0061460588282323675,4.762585829603644,4.5303793756495025,4.236846655676345
Pontiac_Torrent,17.0,24.0,3776.0,5.0,185.0,0.04899364406779661,3.4,6.0,1.0,A,suv4,188.7,gas,no,no,Pontiac,Torrent,58.8235294117647,41.666666666666664,0.005931817364747686,3.733085523966942,3.462418659992423,3.1468865121165663
Porsche_911_Turbo,15.0,23.0,3572.0,5.0,480.0,0.1343784994400896,3.6,6.0,2.0,A,minicompact,176.3,gas,no,yes,Porsche,911_Turbo,66.66666666666667,43.47826086956522,0.03530288012730884,-12.172274659536683,-10.741728634805625,-9.349384557996146
Porsche_911_Turbo,16.0,23.0,3494.0,5.0,480.0,0.13737836290784203,3.6,6.0,2.0,M,minicompact,176.3,gas,no,yes,Porsche,911_Turbo,62.5,43.47826086956522,0.03138200170960097,-14.950669026788091,-13.332506942983926,-11.5294566211046
Porsche_Carrera4_Coupe,17.0,24.0,3285.0,5.0,325.0,0.0989345509893455,3.6,6.0,2.0,A,minicompact,175.6,gas,no,no,Porsche,Carrera4_Coupe,58.8235294117647,41.666666666666664,0.014620534078910924,-5.001226660925987,-4.3110830924203185,-3.714604268529598
Porsche_Carrera4_Coupe,17.0,25.0,3157.0,5.0,325.0,0.10294583465315173,3.6,6.0,2.0,M,minicompact,175.6,gas,no,no,Porsche,Carrera4_Coupe,58.8235294117647,40.0,0.01303814911855376,-3.1692042297707346,-2.2748668392521836,-1.2581992582645825
Porsche_Cayenne,14.0,20.0,4784.0,5.0,290.0,0.06061872909698997,3.6,6.0,2.0,A,suv4,188.9,gas,no,no,Porsche,Cayenne,71.42857142857143,50.0,0.008413561740265852,-1.0898696604811988,-1.127855565904241,-1.057532937455747
Porsche_Cayenne,14.0,20.0,4762.0,5.0,290.0,0.06089878202435951,3.6,6.0,2.0,M,suv4,188.9,gas,no,no,Porsche,Cayenne,71.42857142857143,50.0,0.017666284098062746,-0.19859750861465386,-0.0675344494572272,0.4028740105908497
Porsche_Cayenne_GTS,13.0,18.0,4939.0,5.0,405.0,0.0820004049402713,4.8,8.0,2.0,A,suv4,188.9,gas,no,no,Porsche,Cayenne_GTS,76.92307692307692,55.55555555555556,0.013185356787093941,-6.290005867649484,-5.75781379520555,-5.084098564450386
Porsche_Cayenne_GTS,11.0,17.0,4895.0,5.0,405.0,0.08273748723186926,4.8,8.0,2.0,M,suv4,188.9,gas,no,no,Porsche,Cayenne_GTS,90.9090909090909,58.8235294117647,0.02009848655279526,8.782530328196628,9.491065580914551,10.5690389485612
Rolls-Royce_Phantom,11.0,18.0,5798.0,5.0,453.0,0.07813038978958262,6.7,12.0,2.0,A-S,midsize,229.7,gas,no,no,Rolls-Royce,Phantom,90.9090909090909,55.55555555555556,0.0343294745724531,3.6492995577232534,3.869036744482358,4.503538938464473
Subaru_Impreza,20.0,27.0,3131.0,5.0,170.0,0.05429575215586075,2.5,4.0,3.0,A-S,compact,180.3,gas,no,no,Subaru,Impreza,50.0,37.03703703703704,0.011578662274839818,2.754615512409913,2.484842920108548,2.2509826974895972
Subaru_Impreza,20.0,27.0,3064.0,5.0,170.0,0.05548302872062663,2.5,4.0,3.0,M,compact,180.3,gas,no,no,Subaru,Impreza,50.0,37.03703703703704,0.009761433056824724,2.0198587360589926,2.0924376079204876,2.2564382662954685
Subaru_Legacy,20.0,27.0,3325.0,5.0,170.0,0.05112781954887218,2.5,4.0,3.0,A-S,compact,185.0,gas,no,no,Subaru,Legacy,50.0,37.03703703703704,0.011665470283937232,1.6596688689614467,1.3107483697021323,1.0226803044486061
Subaru_Legacy,20.0,27.0,3270.0,5.0,170.0,0.05198776758409786,2.5,4.0,3.0,M,compact,185.0,gas,no,no,Subaru,Legacy,50.0,37.03703703703704,0.01115343648249607,0.818412060992955,0.8078643627909159,0.9153813756448343
Subaru_Forester,20.0,26.0,3185.0,5.0,173.0,0.054317111459968606,2.5,4.0,3.0,A,suv4,176.6,gas,no,no,Subaru,Forester,50.0,38.46153846153846,0.007648816196716774,-0.48658479218029527,-0.5879923319886373,-0.8126351270779182
Subaru_Forester,20.0,27.0,3140.0,5.0,173.0,0.05509554140127389,2.5,4.0,3.0,M,suv4,176.6,gas,no,no,Subaru,Forester,50.0,37.03703703703704,0.008917406612004733,0.6088124202866254,0.6840796160110827,0.8638846080538158
Subaru_Outback_Wagon,20.0,26.0,3395.0,5.0,170.0,0.050073637702503684,2.5,4.0,3.0,A-S,suv4,189.0,gas,no,no,Subaru,Outback_Wagon,50.0,38.46153846153846,0.012895460768992652,1.5718687846979122,1.1871213860449998,0.8709559350432343
Subaru_Outback_Wagon,19.0,26.0,3350.0,5.0,170.0,0.050746268656716415,2.5,4.0,3.0,M,suv4,189.0,gas,no,no,Subaru,Outback_Wagon,52.63157894736842,38.46153846153846,0.01314902536795778,3.2734408977498433,3.2237507475662426,3.3012738722665347
Subaru_Tribeca,16.0,21.0,4190.0,7.0,256.0,0.06109785202863962,3.6,6.0,3.0,A-S,suv4,191.5,gas,no,no,Subaru,Tribeca,62.5,47.61904761904762,0.008659122732284932,0.38064451375279873,0.18924995999345384,0.18626456495190524
Subaru_Outback_Wagon,17.0,24.0,3625.0,5.0,245.0,0.06758620689655172,3.0,6.0,3.0,A-S,suv4,189.0,gas,no,no,Subaru,Outback_Wagon,58.8235294117647,41.666666666666664,0.00942954162839365,2.2765282687545394,2.2208942755656977,2.2737973494072747
Suzuki_Forenza,19.0,28.0,2800.0,5.0,127.0,0.04535714285714286,2.0,4.0,3.0,A,compact,177.2,gas,no,no,Suzuki,Forenza,52.63157894736842,35.714285714285715,0.010708691533180522,9.369494201923594,9.145215114868037,8.73824902621412
Suzuki_Forenza,20.0,28.0,2756.0,5.0,127.0,0.04608127721335269,2.0,4.0,3.0,M,compact,177.2,gas,no,no,Suzuki,Forenza,50.0,35.714285714285715,0.011382651395054658,7.824437464387302,7.776501557605734,7.773793605843288
Suzuki_SX4_Sedan,23.0,31.0,2745.0,5.0,143.0,0.05209471766848816,2.0,4.0,3.0,A,compact,177.6,gas,no,no,Suzuki,SX4_Sedan,43.47826086956522,32.25806451612903,0.01103649676363279,-0.5389125095786653,-0.6597386893309292,-0.9697160778770595
Suzuki_SX4_Sedan,22.0,30.0,2668.0,5.0,143.0,0.053598200899550225,2.0,4.0,3.0,M,compact,177.6,gas,no,no,Suzuki,SX4_Sedan,45.45454545454545,33.333333333333336,0.011361517699651607,2.8167693721820655,2.88322769624407,2.9837669025272575
Suzuki_Forenza_Wagon,19.0,27.0,2899.0,5.0,127.0,0.04380820972749224,2.0,4.0,3.0,A,smallwagon,179.7,gas,no,no,Suzuki,Forenza_Wagon,52.63157894736842,37.03703703703704,0.010236103297066005,8.824275253686231,8.559285926461165,8.124280795924747
Suzuki_Forenza_Wagon,19.0,27.0,2855.0,5.0,127.0,0.04448336252189142,2.0,4.0,3.0,M,smallwagon,179.7,gas,no,no,Suzuki,Forenza_Wagon,52.63157894736842,37.03703703703704,0.011955187301737448,9.910797463518357,9.822151316567279,9.791404322922347
Suzuki_Grand_Vitara,17.0,22.0,3505.0,5.0,185.0,0.052781740370898715,2.7,6.0,3.0,A,suv2,176.0,gas,no,no,Suzuki,Grand_Vitara,58.8235294117647,45.45454545454545,0.007247875072033323,4.4445071699501355,4.3037540304165915,4.086676531517725
Suzuki_Grand_Vitara,16.0,22.0,3452.0,5.0,185.0,0.053592120509849364,2.7,6.0,3.0,M,suv2,176.0,gas,no,no,Suzuki,Grand_Vitara,62.5,45.45454545454545,0.009557365801468688,9.287374991730758,9.32594902980037,9.514836519957832
Suzuki_XL7,16.0,22.0,3887.0,7.0,252.0,0.06483148958065346,3.6,6.0,3.0,A-S,suv2,197.2,gas,no,no,Suzuki,XL7,62.5,45.45454545454545,0.011657453479199869,4.1540764020001575,4.023542604285865,4.034890037988539
Suzuki_Grand_Vitara,17.0,21.0,3682.0,5.0,185.0,0.050244432373709944,2.7,6.0,3.0,A,suv4,176.0,gas,no,no,Suzuki,Grand_Vitara,58.8235294117647,47.61904761904762,0.007752686347387827,2.8736317035906964,2.674193283250183,2.4235476917756387
Suzuki_Grand_Vitara,16.0,21.0,3582.0,5.0,185.0,0.05164712451144612,2.7,6.0,3.0,M,suv4,176.0,gas,no,no,Suzuki,Grand_Vitara,62.5,47.61904761904762,0.010470579591892045,8.133624649206865,8.129096503632951,8.293329462520141
Suzuki_XL7,15.0,22.0,4049.0,7.0,252.0,0.06223758952827859,3.6,6.0,3.0,A-S,suv4,197.2,gas,no,no,Suzuki,XL7,66.66666666666667,45.45454545454545,0.010864092394141038,6.882992641829375,6.698746892190073,6.679370986925157
Toyota_Yaris,29.0,35.0,2326.0,5.0,106.0,0.04557179707652623,1.5,4.0,3.0,A,subcompact,169.3,gas,no,no,Toyota,Yaris,34.48275862068966,28.571428571428573,0.015561249312242346,-3.9244054136236954,-4.080110608432435,-4.48346195441907
Toyota_Yaris,29.0,36.0,2293.0,5.0,106.0,0.04622764936764064,1.5,4.0,3.0,M,subcompact,169.3,gas,no,no,Toyota,Yaris,34.48275862068966,27.77777777777778,0.01259631332965673,-2.935508232774346,-2.9185173551558563,-2.919696716896965
Toyota_Camry_Solara,22.0,31.0,3240.0,5.0,155.0,0.047839506172839504,2.4,4.0,3.0,A-S,compact,192.5,gas,no,no,Toyota,Camry_Solara,45.45454545454545,32.25806451612903,0.017104794606278666,0.08433234962895142,-0.3411389842761068,-0.723415399324189
Toyota_Camry_Solara,21.0,31.0,3240.0,5.0,155.0,0.047839506172839504,2.4,4.0,3.0,M,compact,192.5,gas,no,no,Toyota,Camry_Solara,47.61904761904762,32.25806451612903,0.01697610898914118,0.9194525612486615,0.8141184891670932,0.8169963889967349
Toyota_Camry_Solara,18.0,27.0,3440.0,5.0,210.0,0.061046511627906974,3.3,6.0,3.0,A-S,compact,192.5,gas,no,no,Toyota,Camry_Solara,55.55555555555556,37.03703703703704,0.013038993925960907,3.953421087762763,3.75891085308907,3.641342315389174
Toyota_Corolla,26.0,35.0,2595.0,5.0,126.0,0.048554913294797684,1.8,4.0,3.0,A,compact,178.3,gas,no,no,Toyota,Corolla,38.46153846153846,28.571428571428573,0.013074903140423557,-2.753437041935733,-2.91862220773929,-3.2962885187683213
Toyota_Corolla,28.0,37.0,2530.0,5.0,126.0,0.04980237154150197,1.8,4.0,3.0,M,compact,178.3,gas,no,no,Toyota,Corolla,35.714285714285715,27.027027027027028,0.013221966992003394,-4.227792524025567,-4.209671849120397,-4.179097368206612
Toyota_Camry,21.0,31.0,3307.0,5.0,158.0,0.04777744179014212,2.4,4.0,3.0,A,midsize,189.2,gas,no,no,Toyota,Camry,47.61904761904762,32.25806451612903,0.00903982630179713,-1.05439581469426,-1.317074117598402,-1.6940807451349045
Toyota_Camry,21.0,31.0,3263.0,5.0,158.0,0.04842169782408826,2.4,4.0,3.0,M,midsize,189.2,gas,no,no,Toyota,Camry,47.61904761904762,32.25806451612903,0.014145787951310825,0.032126395137865416,-0.05420872749228778,-0.026957218137305006
Toyota_Camry,19.0,28.0,3461.0,5.0,268.0,0.07743426755273042,3.5,6.0,3.0,A-S,midsize,189.2,gas,no,no,Toyota,Camry,52.63157894736842,35.714285714285715,0.011040136496983221,-4.29705251718206,-4.174628540896109,-3.964806243133296
Toyota_Camry_Hybrid,33.0,34.0,3680.0,5.0,192.0,0.05217391304347826,2.4,4.0,3.0,AV,midsize,189.2,gas,yes,no,Toyota,Camry_Hybrid,30.303030303030305,29.41176470588235,0.058664171222509456,0.28850086636338546,0.31116056821498717,0.2755895930070835
Toyota_Prius,48.0,45.0,2932.0,5.0,110.0,0.03751705320600273,1.5,4.0,3.0,AV,midsize,175.0,gas,yes,no,Toyota,Prius,20.833333333333332,22.22222222222222,0.06104391305714834,2.2084218036141507,2.0806730976957333,1.788372502727416
Toyota_Avalon,19.0,28.0,3490.0,5.0,268.0,0.07679083094555873,3.5,6.0,3.0,A-S,large,197.2,gas,no,no,Toyota,Avalon,52.63157894736842,35.714285714285715,0.015702836674099434,-3.487527393246431,-3.3999545820212447,-3.225275879054905
Toyota_Matrix,25.0,31.0,2756.0,5.0,126.0,0.045718432510885344,1.8,4.0,3.0,A,smallwagon,171.3,gas,no,no,Toyota,Matrix,40.0,32.25806451612903,0.011335661167513398,-3.5773886029785587,-3.773872610712097,-4.156134339874974
Toyota_Matrix,26.0,33.0,2679.0,5.0,126.0,0.04703247480403135,1.8,4.0,3.0,M,smallwagon,171.3,gas,no,no,Toyota,Matrix,38.46153846153846,30.303030303030305,0.01051485823077542,-3.736452844659617,-3.745652348578872,-3.7173974829124177
Toyota_Sienna,17.0,23.0,4266.0,7.0,266.0,0.06235349273323957,3.5,6.0,3.0,A,minivan,201.0,gas,no,no,Toyota,Sienna,58.8235294117647,43.47826086956522,0.00726328929412319,-5.539135576495106,-5.573264159273002,-5.581599045332105
Toyota_4Runner,16.0,21.0,4045.0,5.0,236.0,0.05834363411619283,4.0,6.0,3.0,A,suv2,189.2,gas,no,no,Toyota,4Runner,62.5,47.61904761904762,0.004708766541391339,0.9560805272039232,0.8703004028947632,0.7825275012137283
Toyota_4Runner,15.0,19.0,4225.0,5.0,260.0,0.06153846153846154,4.7,8.0,3.0,A,suv2,189.2,gas,no,no,Toyota,4Runner,66.66666666666667,52.63157894736842,0.004816426373850276,1.5804085366613805,1.5646672225648075,1.5748174632401089
Toyota_Highlander,18.0,24.0,4045.0,7.0,270.0,0.06674907292954264,3.5,6.0,3.0,A-S,suv2,188.4,gas,no,no,Toyota,Highlander,55.55555555555556,41.666666666666664,0.007913943576422167,-6.824837316330857,-6.882708108526764,-6.769672161986428
Toyota_RAV4,21.0,27.0,3300.0,5.0,166.0,0.0503030303030303,2.4,4.0,3.0,A,suv2,181.1,gas,no,no,Toyota,RAV4,47.61904761904762,37.03703703703704,0.0069658073528206,-2.720786643414911,-2.912352960571191,-3.2139976899958285
Toyota_RAV4,19.0,27.0,3527.0,5.0,269.0,0.07626878366884038,3.5,6.0,3.0,A,suv2,181.1,gas,no,no,Toyota,RAV4,52.63157894736842,37.03703703703704,0.0071044425939682,-8.069478115000713,-7.779597811321324,-7.5575348485850355
Toyota_Sequoia,14.0,17.0,5680.0,8.0,273.0,0.04806338028169014,4.7,8.0,3.0,A-S,suv2,205.1,gas,no,no,Toyota,Sequoia,71.42857142857143,58.8235294117647,0.02497262307074173,-3.47840135585993,-4.114830432173477,-4.357246408411058
Toyota_Sequoia,14.0,19.0,5730.0,8.0,381.0,0.06649214659685863,5.7,8.0,3.0,A-S,suv2,205.1,gas,no,no,Toyota,Sequoia,71.42857142857143,52.63157894736842,0.018911098536037858,-12.67392331085405,-12.743195744525792,-12.400823397348958
Toyota_4Runner,16.0,20.0,4300.0,5.0,236.0,0.05488372093023256,4.0,6.0,3.0,A,suv4,189.2,gas,no,no,Toyota,4Runner,62.5,50.0,0.005469227145793931,-1.3070451446698428,-1.477371859972088,-1.6135055729909595
Toyota_4Runner,14.0,17.0,4505.0,5.0,260.0,0.05771365149833518,4.7,8.0,3.0,A,suv4,189.2,gas,no,no,Toyota,4Runner,71.42857142857143,58.8235294117647,0.006218949506599545,3.8573125608223933,3.748735774262812,3.7057839475867667
Toyota_FJCruiser,16.0,20.0,4295.0,5.0,239.0,0.05564610011641444,4.0,6.0,3.0,A,suv4,183.9,gas,no,no,Toyota,FJCruiser,62.5,50.0,0.00676020086964162,-2.212596287092481,-2.3483314900580865,-2.447370452361284
Toyota_FJCruiser,15.0,18.0,4290.0,5.0,239.0,0.05571095571095571,4.0,6.0,3.0,M,suv4,183.9,gas,no,no,Toyota,FJCruiser,66.66666666666667,55.55555555555556,0.013909793092004737,2.694467486649174,2.7221448088644777,3.0199676240716755
Toyota_Highlander,17.0,23.0,4178.0,7.0,270.0,0.0646242221158449,3.5,6.0,3.0,A-S,suv4,188.4,gas,no,no,Toyota,Highlander,58.8235294117647,43.47826086956522,0.008095943028582592,-4.737238810550004,-4.839206452165826,-4.751393987617362
Toyota_Highlander_Hybrid,27.0,25.0,4508.0,7.0,209.0,0.046362023070097604,3.3,6.0,3.0,AV,suv4,188.4,gas,yes,no,Toyota,Highlander_Hybrid,37.03703703703704,40.0,0.05895693396353382,-1.8102783141976602,-1.967738640976819,-2.0638330100655153
Toyota_Land_Cruiser,13.0,18.0,5690.0,8.0,381.0,0.06695957820738137,5.7,8.0,3.0,A-S,suv4,194.9,gas,no,no,Toyota,Land_Cruiser,76.92307692307692,55.55555555555556,0.02098834616839338,-8.184715466396213,-8.208549709957609,-7.820795587437644
Toyota_RAV4,20.0,25.0,3444.0,5.0,166.0,0.04819976771196283,2.4,4.0,3.0,A,suv4,181.1,gas,no,no,Toyota,RAV4,50.0,40.0,0.006574538917772731,-1.6178346418735998,-1.8571449162965692,-2.1860992803590378
Toyota_RAV4,19.0,26.0,3655.0,5.0,269.0,0.07359781121751026,3.5,6.0,3.0,A,suv4,181.1,gas,no,no,Toyota,RAV4,52.63157894736842,38.46153846153846,0.006514351415887293,-9.205478452254987,-8.95803722170156,-8.760249489754457
Toyota_Sequoia,13.0,16.0,5920.0,8.0,273.0,0.046114864864864866,4.7,8.0,3.0,A-S,suv4,205.1,gas,no,no,Toyota,Sequoia,76.92307692307692,62.5,0.030161954940593292,-0.11389649370622124,-0.8298988321309082,-1.1178308660982168
Toyota_Sequoia,13.0,18.0,6030.0,8.0,381.0,0.06318407960199005,5.7,8.0,3.0,A-S,suv4,205.1,gas,no,no,Toyota,Sequoia,76.92307692307692,55.55555555555556,0.02401924123089669,-9.841918606788298,-10.010657618098975,-9.72518034308429
Volkswagen_Eos,21.0,30.0,3569.0,4.0,200.0,0.05603810591202017,2.0,4.0,2.0,A-S,subcompact,173.6,gas,no,yes,Volkswagen,Eos,47.61904761904762,33.333333333333336,0.01113363952472922,-6.838164669054976,-7.0698748163238605,-7.196899981807597
Volkswagen_Eos,20.0,29.0,3505.0,4.0,200.0,0.05706134094151213,2.0,4.0,2.0,M,subcompact,173.6,gas,no,yes,Volkswagen,Eos,50.0,34.48275862068966,0.009926919021519393,-5.2185940723579165,-5.10894742124033,-4.83868065645175
Volkswagen_Eos,19.0,26.0,3686.0,4.0,250.0,0.06782419967444384,3.2,6.0,2.0,A-S,subcompact,173.6,gas,no,no,Volkswagen,Eos,52.63157894736842,38.46153846153846,0.010854997959465092,-6.915754863475193,-6.916009566031768,-6.790098422880291
Volkswagen_New_Beetle,20.0,29.0,2965.0,4.0,150.0,0.050590219224283306,2.5,5.0,2.0,A-S,subcompact,161.1,gas,no,no,Volkswagen,New_Beetle,50.0,34.48275862068966,0.018165219545670373,3.2880039547468414,3.025737121542747,2.7844536549120207
Volkswagen_New_Beetle,20.0,28.0,2884.0,4.0,150.0,0.052011095700416086,2.5,5.0,2.0,M,subcompact,161.1,gas,no,no,Volkswagen,New_Beetle,50.0,35.714285714285715,0.012999906542697398,2.677497215283111,2.7622236198650114,2.921456137595804
Volkswagen_GLI,22.0,29.0,3334.0,5.0,200.0,0.059988002399520096,2.0,4.0,2.0,A-S,compact,179.3,gas,no,yes,Volkswagen,GLI,45.45454545454545,34.48275862068966,0.009794747953533921,-6.156874821633679,-6.3286501776563355,-6.432228699810345
Volkswagen_GLI,20.0,29.0,3290.0,5.0,200.0,0.060790273556231005,2.0,4.0,2.0,M,compact,179.3,gas,no,yes,Volkswagen,GLI,50.0,34.48275862068966,0.008560214217022844,-2.550302113130428,-2.3873517759425553,-2.0974313726350644
Volkswagen_Jetta,21.0,29.0,3285.0,5.0,170.0,0.0517503805175038,2.5,5.0,2.0,A-S,compact,179.3,gas,no,no,Volkswagen,Jetta,47.61904761904762,34.48275862068966,0.01083413704795431,-1.1264497993446412,-1.4441273936811783,-1.703488286115764
Volkswagen_Jetta,21.0,29.0,3230.0,5.0,170.0,0.05263157894736842,2.5,5.0,2.0,M,compact,179.3,gas,no,no,Volkswagen,Jetta,47.61904761904762,34.48275862068966,0.009417851402285899,-1.967706607313147,-1.9470114005923946,-1.8107872149195217
Volkswagen_R32,18.0,23.0,3547.0,5.0,250.0,0.07048209754722301,3.2,6.0,2.0,A-S,compact,167.2,gas,no,no,Volkswagen,R32,55.55555555555556,43.47826086956522,0.014603289040277698,-3.611673049326825,-3.5456527208661512,-3.3696652040229154
Volkswagen_Rabbit,21.0,29.0,3138.0,5.0,170.0,0.05417463352453792,2.5,5.0,2.0,A-S,compact,165.8,gas,no,no,Volkswagen,Rabbit,47.61904761904762,34.48275862068966,0.014805433688551441,-1.6222185001110176,-1.8485716158417702,-2.0300301153443385
Volkswagen_Rabbit,22.0,29.0,3072.0,5.0,170.0,0.055338541666666664,2.5,5.0,2.0,M,compact,165.8,gas,no,no,Volkswagen,Rabbit,45.45454545454545,34.48275862068966,0.010994247986644199,-4.5303524435989,-4.414685650425589,-4.198472919174769
Volkswagen_Passat,19.0,28.0,3344.0,5.0,200.0,0.05980861244019139,2.0,4.0,2.0,A-S,midsize,188.2,gas,no,yes,Volkswagen,Passat,52.63157894736842,35.714285714285715,0.011747197753054401,2.1183351177248895,1.9151690895210578,1.776715406636015
Volkswagen_Passat,20.0,29.0,3305.0,5.0,200.0,0.060514372163388806,2.0,4.0,2.0,M,midsize,188.2,gas,no,yes,Volkswagen,Passat,50.0,34.48275862068966,0.011661608781167426,-1.4965006797688147,-1.3665987910561128,-1.1125017996823416
Volkswagen_Passat,17.0,26.0,3576.0,5.0,280.0,0.07829977628635347,3.6,6.0,2.0,A-S,midsize,188.2,gas,no,no,Volkswagen,Passat,58.8235294117647,38.46153846153846,0.009887382840890014,-0.2315089723034518,-0.07919996456165279,0.17854811559340078
Volkswagen_Passat,20.0,28.0,3307.0,5.0,200.0,0.06047777441790142,2.0,4.0,2.0,A-S,midsizewagon,188.0,gas,no,yes,Volkswagen,Passat,50.0,35.714285714285715,0.011960945756650427,-0.21154123716458173,-0.4018088192290534,-0.5325043497685655
Volkswagen_Passat,20.0,29.0,3346.0,5.0,200.0,0.05977286312014345,2.0,4.0,2.0,M,midsizewagon,188.0,gas,no,yes,Volkswagen,Passat,50.0,34.48275862068966,0.011396215901072197,-1.8870482928041952,-1.770109268138249,-1.5230468431811275
Volkswagen_Touareg,14.0,20.0,5086.0,5.0,280.0,0.055053086905230045,3.6,6.0,2.0,A-S,suv4,187.2,gas,no,no,Volkswagen,Touareg,71.42857142857143,50.0,0.01760607772210899,-1.161083459086484,-1.5062683843077878,-1.5311867001413333
Volkswagen_Touareg,12.0,17.0,5300.0,5.0,350.0,0.0660377358490566,4.2,8.0,2.0,A-S,suv4,187.2,gas,no,no,Volkswagen,Touareg,83.33333333333333,58.8235294117647,0.018977783731443616,3.171983181571065,3.134191804955421,3.453863879136037
Volvo_C70,18.0,27.0,3627.0,4.0,227.0,0.0625861593603529,2.5,5.0,2.0,M,subcompact,180.4,gas,no,yes,Volvo,C70,55.55555555555556,37.03703703703704,0.00888563225302444,-2.0268666237682993,-1.8331867660008214,-1.4626867988454748
Volvo_C30,19.0,28.0,3201.0,4.0,227.0,0.07091533895657608,2.5,5.0,2.0,M,compact,167.4,gas,no,yes,Volvo,C30,52.63157894736842,35.714285714285715,0.010445732751552061,-2.903804935091337,-2.527873935423571,-2.0284118918391982
Volvo_S40,20.0,28.0,3220.0,5.0,168.0,0.05217391304347826,2.4,5.0,2.0,M,compact,176.2,gas,no,no,Volvo,S40,50.0,35.714285714285715,0.009220309892384934,0.25064182093240106,0.27362165808179384,0.4122242790944526
Volvo_S60,19.0,27.0,3523.0,5.0,208.0,0.05904059040590406,2.5,5.0,2.0,A,compact,181.2,gas,no,yes,Volvo,S60,52.63157894736842,37.03703703703704,0.005753691586961793,-3.077511470304394,-3.1163222365613876,-3.229524191455411
