Index,Date,Daily Zoo Attendance,Log attendance,Revenue,Average Ticket Price,MaxTemp,Gas price,Total Ad Stock,Ad,Weather Condition,Weather Condition refined,Holiday/Events,Month,Season,day of the week,Weekend?,Events_recode,Weather_recode_2
514.0,2005-08-27,10164.0,9.226607344440055,92695.68,9.12,82.0,3.03,999.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,AUG,HIGH SEASON,Sat,Yes,NONE,GOOD WEATHER
515.0,2005-08-28,6807.0,8.825706773447951,61875.63,9.09,82.0,3.07,983.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,AUG,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
516.0,2005-08-29,6079.0,8.712595487748722,55501.270000000004,9.13,84.0,3.11,898.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,AUG,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
517.0,2005-08-30,2813.0,7.9420068084898565,25570.17,9.09,85.0,3.15,849.0,yes,RAIN,RAIN,NONE,AUG,HIGH SEASON,Tue,No,NONE,NOT GOOD WEATHER
518.0,2005-08-31,13828.0,9.534450801041515,1382.8000000000002,0.1,85.0,3.2,823.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,AUG,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
519.0,2005-09-01,5825.0,8.669914278433902,53065.75,9.11,86.0,3.24,814.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
520.0,2005-09-02,5751.0,8.657129031713755,52736.67,9.17,90.0,3.28,815.0,yes,SUNNY/CLOUDY,Sunny,NONE,SEP,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
521.0,2005-09-03,10629.0,9.271341393533582,97149.06000000001,9.14,83.0,3.33,824.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,RetroWeeknd,SEP,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
522.0,2005-09-04,15941.0,9.676649685633647,145381.91999999998,9.12,83.0,3.37,830.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,RetroWeeknd,SEP,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
523.0,2005-09-05,13461.0,9.507551894644093,122629.70999999999,9.11,80.0,3.42,789.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,RetroWeeknd,SEP,HIGH SEASON,Mon,No,Have Events,GOOD WEATHER
524.0,2005-09-06,3658.0,8.204671828950811,33470.700000000004,9.15,79.0,3.39,752.0,yes,SUNNY/CLOUDY,Sunny,NONE,SEP,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
525.0,2005-09-07,11428.0,9.343821763350663,1142.8,0.1,79.0,3.36,719.0,yes,SUNNY/CLOUDY,Sunny,NONE,SEP,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
526.0,2005-09-08,1900.0,7.549609165154532,17594.0,9.26,83.0,3.33,688.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
527.0,2005-09-09,1972.0,7.586803535162581,18260.72,9.26,82.0,3.3,660.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
528.0,2005-09-10,7200.0,8.881836305004146,65880.0,9.15,80.0,3.27,633.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,Grandparents,SEP,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
529.0,2005-09-11,7629.0,8.93971205409023,69729.06,9.14,77.0,3.24,609.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,Grandparents,SEP,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
530.0,2005-09-12,1617.0,7.388327859577107,14973.42,9.26,90.0,3.21,616.0,yes,SUNNY/CLOUDY,Sunny,NONE,SEP,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
531.0,2005-09-13,1250.0,7.1308988302963465,11475.0,9.18,89.0,3.18,624.0,yes,SUNNY/CLOUDY,Sunny,NONE,SEP,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
532.0,2005-09-14,4835.0,8.483636407887394,483.5,0.1,81.0,3.15,631.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,SEP,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
533.0,2005-09-15,576.0,6.3561076606958915,5351.039999999999,9.29,82.0,3.12,638.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,SEP,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
534.0,2005-09-16,785.0,6.665683717782408,7261.25,9.25,81.0,3.09,644.0,yes,RAIN,RAIN,NONE,SEP,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
535.0,2005-09-17,10212.0,9.231318778361375,93133.43999999999,9.12,83.0,3.06,651.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,HispanicWeekend,SEP,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
536.0,2005-09-18,12993.0,9.472166029882736,118885.95000000001,9.15,83.0,3.04,656.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,HispanicWeekend,SEP,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
537.0,2005-09-19,1499.0,7.312553498102598,13835.77,9.23,85.0,3.01,631.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
538.0,2005-09-20,960.0,6.866933284461882,8851.2,9.22,83.0,2.98,607.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,SEP,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
539.0,2005-09-21,6148.0,8.723882104658486,614.8000000000001,0.1,83.0,2.95,584.0,yes,SUNNY/CLOUDY,Sunny,NONE,SEP,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
540.0,2005-09-22,1974.0,7.587817219993427,18239.760000000002,9.24,83.0,2.93,562.0,yes,SUNNY/CLOUDY,Sunny,NONE,SEP,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
541.0,2005-09-23,2315.0,7.747164966520335,21367.45,9.23,87.0,2.9,541.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,SEP,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
542.0,2005-09-24,7668.0,8.944811104165534,69855.48,9.11,73.0,2.89,521.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Sat,Yes,NONE,GOOD WEATHER
543.0,2005-09-25,6793.0,8.823647949191303,62088.020000000004,9.14,72.0,2.89,502.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,SEP,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
544.0,2005-09-26,893.0,6.794586580876499,8197.74,9.18,80.0,2.88,451.0,yes,RAIN,RAIN,NONE,SEP,HIGH SEASON,Mon,No,NONE,NOT GOOD WEATHER
545.0,2005-09-27,1384.0,7.232733136177615,12885.04,9.31,77.0,2.87,416.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
546.0,2005-09-28,5540.0,8.61974977974133,554.0,0.1,74.0,2.86,387.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
547.0,2005-09-29,851.0,6.7464121285733745,7931.320000000001,9.32,75.0,2.86,361.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,SEP,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
548.0,2005-09-30,2132.0,7.664815785285735,19955.52,9.36,83.0,2.85,339.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
549.0,2005-10-01,6288.0,8.746398334109042,57283.67999999999,9.11,71.0,2.84,319.0,yes,SUNNY/CLOUDY,Sunny,NONE,OCT,LOW SEASON,Sat,Yes,NONE,GOOD WEATHER
550.0,2005-10-02,7686.0,8.94715577112479,70096.31999999999,9.12,78.0,2.83,301.0,yes,SUNNY/CLOUDY,Sunny,NONE,OCT,LOW SEASON,Sun,Yes,NONE,GOOD WEATHER
551.0,2005-10-03,2657.0,7.884952945759814,24550.68,9.24,76.0,2.83,285.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Mon,No,NONE,GOOD WEATHER
552.0,2005-10-04,9199.0,9.126850061477157,84722.79000000001,9.21,74.0,2.82,270.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Tue,No,NONE,GOOD WEATHER
553.0,2005-10-05,18186.0,9.808407346285858,1818.6000000000001,0.1,76.0,2.81,256.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Wed,No,NONE,GOOD WEATHER
554.0,2005-10-06,2112.0,7.655390644826152,19641.600000000002,9.3,76.0,2.8,244.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Thu,No,NONE,GOOD WEATHER
555.0,2005-10-07,1295.0,7.166265974133638,11849.25,9.15,75.0,2.8,232.0,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Fri,No,NONE,NOT GOOD WEATHER
556.0,2005-10-08,373.0,5.921578419643816,3368.1899999999996,9.03,73.0,2.79,221.0,yes,RAIN,RAIN,Safari,OCT,LOW SEASON,Sat,Yes,Have Events,NOT GOOD WEATHER
557.0,2005-10-09,1922.0,7.561121589530238,17547.86,9.13,60.0,2.78,210.0,yes,RAIN,RAIN,Safari,OCT,LOW SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
558.0,2005-10-10,1973.0,7.587310506022615,18013.49,9.13,62.0,2.78,201.0,yes,RAIN,RAIN,Safari,OCT,LOW SEASON,Mon,No,Have Events,NOT GOOD WEATHER
559.0,2005-10-11,728.0,6.590301048196686,6690.32,9.19,64.0,2.77,191.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Tue,No,NONE,GOOD WEATHER
560.0,2005-10-12,957.0,6.863803391452954,95.7,0.1,59.0,2.76,183.0,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Wed,No,NONE,NOT GOOD WEATHER
561.0,2005-10-13,128.0,4.852030263919617,1173.76,9.17,61.0,2.75,174.0,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Thu,No,NONE,NOT GOOD WEATHER
562.0,2005-10-14,390.0,5.966146739123692,3572.4,9.16,64.0,2.75,166.0,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Fri,No,NONE,NOT GOOD WEATHER
563.0,2005-10-15,4165.0,8.334471554600944,38193.05,9.17,74.0,2.74,159.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Sat,Yes,NONE,GOOD WEATHER
564.0,2005-10-16,4878.0,8.492490578775866,44633.700000000004,9.15,66.0,2.73,152.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Sun,Yes,NONE,GOOD WEATHER
565.0,2005-10-17,1544.0,7.342131730584722,14374.640000000001,9.31,65.0,2.73,145.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Mon,No,NONE,GOOD WEATHER
566.0,2005-10-18,3885.0,8.264878262801748,36208.200000000004,9.32,71.0,2.72,139.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Tue,No,NONE,GOOD WEATHER
567.0,2005-10-19,8245.0,9.0173622349937,824.5,0.1,70.0,2.71,133.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Wed,No,NONE,GOOD WEATHER
568.0,2005-10-20,4966.0,8.510369966068112,45339.58,9.13,61.0,2.71,127.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Thu,No,NONE,GOOD WEATHER
569.0,2005-10-21,6656.0,8.803273982501045,61501.44,9.24,55.0,2.7,121.0,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Fri,No,NONE,NOT GOOD WEATHER
570.0,2005-10-22,541.0,6.293419278846481,4966.38,9.18,53.0,2.69,116.0,yes,RAIN,RAIN,BooZoo,OCT,LOW SEASON,Sat,Yes,Have Events,NOT GOOD WEATHER
571.0,2005-10-23,4958.0,8.508757712595136,45266.54,9.13,56.0,2.68,111.0,yes,RAIN,RAIN,BooZoo,OCT,LOW SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
572.0,2005-10-24,1329.0,7.192182058713246,12226.8,9.2,53.0,2.68,106.0,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Mon,No,NONE,NOT GOOD WEATHER
573.0,2005-10-25,370.0,5.91350300563827,3378.1000000000004,9.13,52.0,2.67,101.0,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Tue,No,NONE,NOT GOOD WEATHER
574.0,2005-10-26,4002.0,8.294549515143679,400.20000000000005,0.1,52.0,2.66,97.0,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Wed,No,NONE,NOT GOOD WEATHER
575.0,2005-10-27,3224.0,8.07837810362652,29886.48,9.27,50.0,2.66,93.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Thu,No,NONE,GOOD WEATHER
576.0,2005-10-28,2719.0,7.908019444632471,25096.370000000003,9.23,49.0,2.65,89.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Fri,No,NONE,GOOD WEATHER
577.0,2005-10-29,3477.0,8.153925132007862,31710.239999999998,9.12,50.0,2.65,85.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,BooZoo,OCT,LOW SEASON,Sat,Yes,Have Events,GOOD WEATHER
578.0,2005-10-30,8697.0,9.070733417589766,79403.61,9.13,68.0,2.64,81.0,yes,SUNNY/CLOUDY,Sunny,BooZoo,OCT,LOW SEASON,Sun,Yes,Have Events,GOOD WEATHER
579.0,2005-10-31,1397.0,7.242082359256962,12838.429999999998,9.19,69.0,2.63,78.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Mon,No,NONE,GOOD WEATHER
580.0,2005-11-01,2309.0,7.744569809354496,16786.43,7.27,68.0,2.62,75.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,NOV,LOW SEASON,Tue,No,NONE,GOOD WEATHER
581.0,2005-11-02,3800.0,8.242756345714477,380.0,0.1,59.0,2.61,71.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,NOV,LOW SEASON,Wed,No,NONE,GOOD WEATHER
582.0,2005-11-03,1659.0,7.413970290190444,12011.16,7.24,66.0,2.6,68.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,NOV,LOW SEASON,Thu,No,NONE,GOOD WEATHER
583.0,2005-11-04,2417.0,7.790282380703483,17329.89,7.17,65.0,2.59,65.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,NOV,LOW SEASON,Fri,No,NONE,GOOD WEATHER
584.0,2005-11-05,6960.0,8.847934753328465,49694.399999999994,7.14,68.0,2.58,63.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,NOV,LOW SEASON,Sat,Yes,NONE,GOOD WEATHER
585.0,2005-11-06,4763.0,8.46863300080086,34150.71,7.17,67.0,2.57,60.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,NOV,LOW SEASON,Sun,Yes,NONE,GOOD WEATHER
586.0,2005-11-07,1789.0,7.489412083508719,12809.24,7.16,62.0,2.56,58.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,FallFamFestvl,NOV,LOW SEASON,Mon,No,Have Events,GOOD WEATHER
587.0,2005-11-08,3437.0,8.142354276849835,24608.920000000002,7.16,65.0,2.55,55.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,NOV,LOW SEASON,Tue,No,NONE,GOOD WEATHER
588.0,2005-11-09,1739.0,7.461065514354283,173.9,0.1,60.0,2.54,53.0,yes,RAIN,RAIN,NONE,NOV,LOW SEASON,Wed,No,NONE,NOT GOOD WEATHER
589.0,2005-11-10,2457.0,7.806696372521179,17542.98,7.14,62.0,2.53,51.0,yes,RAIN,RAIN,NONE,NOV,LOW SEASON,Thu,No,NONE,NOT GOOD WEATHER
590.0,2005-11-11,3872.0,8.261526448396468,27646.079999999998,7.14,48.0,2.52,49.0,yes,RAIN,RAIN,NONE,NOV,LOW SEASON,Fri,No,NONE,NOT GOOD WEATHER
591.0,2005-11-12,3865.0,8.259716961021523,27480.15,7.11,56.0,2.51,47.0,yes,SUNNY/CLOUDY,Sunny,NONE,NOV,LOW SEASON,Sat,Yes,NONE,GOOD WEATHER
592.0,2005-11-13,6008.0,8.700847193443972,42897.119999999995,7.14,64.0,2.5,45.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,NOV,LOW SEASON,Sun,Yes,NONE,GOOD WEATHER
593.0,2005-11-14,1221.0,7.107425474110705,8852.25,7.25,66.0,2.49,43.0,yes,RAIN,RAIN,NONE,NOV,LOW SEASON,Mon,No,NONE,NOT GOOD WEATHER
594.0,2005-11-15,537.0,6.285998094508865,3861.03,7.19,62.0,2.48,41.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,NOV,LOW SEASON,Tue,No,NONE,GOOD WEATHER
595.0,2005-11-16,2814.0,7.942362237674335,281.40000000000003,0.1,66.0,2.47,39.0,yes,RAIN,RAIN,NONE,NOV,LOW SEASON,Wed,No,NONE,NOT GOOD WEATHER
596.0,2005-11-17,695.0,6.543911845564792,5004.0,7.2,48.0,2.47,38.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,NOV,LOW SEASON,Thu,No,NONE,GOOD WEATHER
597.0,2005-11-18,1140.0,7.038783541388542,8219.4,7.21,40.0,2.46,36.0,yes,SUNNY/CLOUDY,Sunny,HolidayLights,NOV,LOW SEASON,Fri,No,Have Events,GOOD WEATHER
598.0,2005-11-19,2264.0,7.724888439323074,16278.160000000002,7.19,46.0,2.45,35.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,NOV,LOW SEASON,Sat,Yes,Have Events,GOOD WEATHER
599.0,2005-11-20,2594.0,7.860956364876389,18598.98,7.17,57.0,2.44,33.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,NOV,LOW SEASON,Sun,Yes,Have Events,GOOD WEATHER
600.0,2005-11-21,1635.0,7.399398083331354,11870.1,7.26,51.0,2.43,32.0,yes,RAIN,RAIN,HolidayLights,NOV,LOW SEASON,Mon,No,Have Events,NOT GOOD WEATHER
601.0,2005-11-22,493.0,6.20050917404269,3603.83,7.31,48.0,2.42,31.0,yes,RAIN,RAIN,HolidayLights,NOV,LOW SEASON,Tue,No,Have Events,NOT GOOD WEATHER
602.0,2005-11-23,1261.0,7.13966033596492,126.10000000000001,0.1,37.0,2.41,30.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,NOV,LOW SEASON,Wed,No,Have Events,GOOD WEATHER
603.0,2005-11-24,428.0,6.059123195581797,3051.64,7.13,48.0,2.4,28.0,yes,SNOW,SNOW,HolidayLights,NOV,LOW SEASON,Thu,No,Have Events,NOT GOOD WEATHER
604.0,2005-11-25,1518.0,7.325148957955575,10868.880000000001,7.16,33.0,2.39,27.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,NOV,LOW SEASON,Fri,No,Have Events,GOOD WEATHER
605.0,2005-11-26,1553.0,7.347943823148687,11119.48,7.16,40.0,2.38,26.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,NOV,LOW SEASON,Sat,Yes,Have Events,GOOD WEATHER
606.0,2005-11-27,1882.0,7.540090320145325,13475.12,7.16,52.0,2.37,25.0,yes,RAIN,RAIN,HolidayLights,NOV,LOW SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
607.0,2005-11-28,655.0,6.484635235635252,4676.7,7.14,62.0,2.36,24.0,yes,RAIN,RAIN,HolidayLights,NOV,LOW SEASON,Mon,No,Have Events,NOT GOOD WEATHER
608.0,2005-11-29,492.0,6.198478716492308,3498.1200000000003,7.11,60.0,2.36,23.0,yes,RAIN,RAIN,HolidayLights,NOV,LOW SEASON,Tue,No,Have Events,NOT GOOD WEATHER
609.0,2005-11-30,1803.0,7.497207223203318,180.3,0.1,64.0,2.35,22.0,yes,RAIN,RAIN,HolidayLights,NOV,LOW SEASON,Wed,No,Have Events,NOT GOOD WEATHER
610.0,2005-12-01,626.0,6.439350371100098,4488.42,7.17,47.0,2.34,22.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Thu,No,Have Events,GOOD WEATHER
611.0,2005-12-02,554.0,6.317164686747284,4033.1200000000003,7.28,42.0,2.33,21.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Fri,No,Have Events,GOOD WEATHER
612.0,2005-12-03,591.0,6.3818160174060985,4196.099999999999,7.1,36.0,2.32,20.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Sat,Yes,Have Events,GOOD WEATHER
613.0,2005-12-04,171.0,5.14166355650266,1202.13,7.03,35.0,2.32,19.0,yes,SNOW,SNOW,HolidayLights,DEC,LOW SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
614.0,2005-12-05,166.0,5.111987788356544,1259.94,7.59,36.0,2.33,18.0,yes,SNOW,SNOW,HolidayLights,DEC,LOW SEASON,Mon,No,Have Events,NOT GOOD WEATHER
615.0,2005-12-06,393.0,5.973809611869261,2888.5499999999997,7.35,37.0,2.34,18.0,yes,SNOW,SNOW,HolidayLights,DEC,LOW SEASON,Tue,No,Have Events,NOT GOOD WEATHER
616.0,2005-12-07,696.0,6.54534966033442,69.60000000000001,0.1,32.0,2.35,17.0,yes,SNOW,SNOW,HolidayLights,DEC,LOW SEASON,Wed,No,Have Events,NOT GOOD WEATHER
617.0,2005-12-08,322.0,5.7745515455444085,2363.48,7.34,29.0,2.36,16.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Thu,No,Have Events,GOOD WEATHER
618.0,2005-12-09,181.0,5.198497031265826,1276.05,7.05,37.0,2.36,16.0,yes,SNOW,SNOW,HolidayLights,DEC,LOW SEASON,Fri,No,Have Events,NOT GOOD WEATHER
619.0,2005-12-10,459.0,6.129050210060545,3240.54,7.06,36.0,2.37,15.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Sat,Yes,Have Events,GOOD WEATHER
620.0,2005-12-11,511.0,6.236369590203704,3653.65,7.15,39.0,2.38,15.0,yes,SNOW,SNOW,HolidayLights,DEC,LOW SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
621.0,2005-12-12,534.0,6.280395838960195,3866.1600000000003,7.24,37.0,2.39,14.0,yes,SNOW,SNOW,HolidayLights,DEC,LOW SEASON,Mon,No,Have Events,NOT GOOD WEATHER
622.0,2005-12-13,371.0,5.916202062607435,2656.36,7.16,26.0,2.4,14.0,yes,SUNNY/CLOUDY,Sunny,HolidayLights,DEC,LOW SEASON,Tue,No,Have Events,GOOD WEATHER
623.0,2005-12-14,707.0,6.561030665896573,70.7,0.1,24.0,2.41,13.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Wed,No,Have Events,GOOD WEATHER
624.0,2005-12-15,491.0,6.19644412779452,3437.0,7.0,40.0,2.41,13.0,yes,SNOW,SIGNIFICANTSNOW,HolidayLights,DEC,LOW SEASON,Thu,No,Have Events,NOT GOOD WEATHER
625.0,2005-12-16,535.0,6.282266746896006,3873.4,7.24,53.0,2.41,12.0,yes,RAIN,RAIN,HolidayLights,DEC,LOW SEASON,Fri,No,Have Events,NOT GOOD WEATHER
626.0,2005-12-17,875.0,6.774223886357614,6247.5,7.14,42.0,2.41,12.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Sat,Yes,Have Events,GOOD WEATHER
627.0,2005-12-18,671.0,6.508769136971682,4770.81,7.11,40.0,2.41,11.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Sun,Yes,Have Events,GOOD WEATHER
628.0,2005-12-19,874.0,6.773080375655535,6222.88,7.12,38.0,2.41,11.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Mon,No,Have Events,GOOD WEATHER
629.0,2005-12-20,392.0,5.971261839790462,2849.8399999999997,7.27,34.0,2.42,11.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Tue,No,Have Events,GOOD WEATHER
630.0,2005-12-21,842.0,6.7357800142423265,84.2,0.1,33.0,2.43,10.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Wed,No,Have Events,GOOD WEATHER
631.0,2005-12-22,405.0,6.003887067106539,2928.15,7.23,36.0,2.43,10.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Thu,No,Have Events,GOOD WEATHER
632.0,2005-12-23,424.0,6.049733455231958,3107.92,7.33,49.0,2.44,10.0,yes,SNOW,SIGNIFICANTSNOW,HolidayLights,DEC,LOW SEASON,Fri,No,Have Events,NOT GOOD WEATHER
633.0,2005-12-24,568.0,6.342121418721152,4129.36,7.27,54.0,2.45,9.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Sat,Yes,Have Events,GOOD WEATHER
634.0,2005-12-25,446.0,6.100318952020064,3264.7200000000003,7.32,53.0,2.46,9.0,yes,RAIN,RAIN,HolidayLights,DEC,LOW SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
635.0,2005-12-26,792.0,6.674561391814426,5734.08,7.24,53.0,2.47,9.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Mon,No,Have Events,GOOD WEATHER
636.0,2005-12-27,1851.0,7.523481312573497,13290.18,7.18,43.0,2.47,8.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Tue,No,Have Events,GOOD WEATHER
637.0,2005-12-28,8422.0,9.038602608721874,842.2,0.1,48.0,2.48,8.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Wed,No,Have Events,GOOD WEATHER
638.0,2005-12-29,286.0,5.655991810819852,2039.18,7.13,49.0,2.49,8.0,yes,RAIN,RAIN,HolidayLights,DEC,LOW SEASON,Thu,No,Have Events,NOT GOOD WEATHER
639.0,2005-12-30,2964.0,7.994294986415977,21162.96,7.14,46.0,2.5,8.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Fri,No,Have Events,GOOD WEATHER
640.0,2005-12-31,558.0,6.324358962381311,3961.7999999999997,7.1,37.0,2.51,7.0,yes,SNOW,SIGNIFICANTSNOW,HolidayLights,DEC,LOW SEASON,Sat,Yes,Have Events,NOT GOOD WEATHER
641.0,2006-01-01,1091.0,6.994849985833071,7724.28,7.08,42.0,2.51,7.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,JAN,LOW SEASON,Sun,Yes,Have Events,GOOD WEATHER
