Shape,Carat,Cut,Color,Clarity,Polish,Symmetry,L/W Ratio,Report,Depth,Table,Fluorescence,Culet,Date Loose,Price,ln price,ln carat
Round,0.28,Ideal,H,SI1,EX,EX,1.01,GIA,61.3,56.0,Medium,None,2008-12-10,376.0,5.929589143389895,-1.2729656758128873
Princess,0.31,Good,F,VS1,VG,G,1.03,GIA,75.8,77.0,None,None,2008-12-11,376.0,5.929589143389895,-1.171182981502945
Princess,0.33,Very Good,H,VS1,VG,VG,1.02,GIA,68.0,75.0,Faint,None,2008-12-10,376.0,5.929589143389895,-1.1086626245216111
Princess,0.36,Very Good,F,SI1,G,G,1.13,GIA,71.7,75.0,None,None,2008-12-11,376.0,5.929589143389895,-1.0216512475319814
Princess,0.29,Very Good,H,VVS2,EX,VG,1.03,GIA,73.3,77.0,None,None,2008-12-11,377.0,5.932245187448011,-1.2378743560016174
Round,0.31,Very Good,H,SI2,VG,G,1.01,GIA,57.4,62.0,None,None,2008-12-10,377.0,5.932245187448011,-1.171182981502945
Round,0.31,Very Good,F,SI2,EX,VG,1.0,GIA,62.7,58.0,Medium Blue,None,2008-12-10,377.0,5.932245187448011,-1.171182981502945
Princess,0.32,Good,H,VS1,VG,G,1.01,GIA,74.3,79.0,None,None,2008-12-11,377.0,5.932245187448011,-1.1394342831883648
Round,0.3,Very Good,H,SI1,VG,VG,1.0,GIA,62.9,55.0,None,None,2008-12-10,378.0,5.934894195619588,-1.2039728043259361
Princess,0.23,Good,F,VVS2,VG,G,1.04,GIA,75.4,73.0,None,None,2008-12-18,379.0,5.937536205082426,-1.4696759700589417
Round,0.24,Ideal,F,SI1,EX,EX,1.01,GIA,61.5,56.0,None,None,2008-12-10,379.0,5.937536205082426,-1.4271163556401458
Round,0.24,Ideal,F,SI1,EX,EX,1.01,GIA,61.7,56.0,None,None,2008-12-10,379.0,5.937536205082426,-1.4271163556401458
Round,0.25,Ideal,H,VS2,EX,VG,1.0,GIA,62.7,59.0,None,None,2008-12-10,379.0,5.937536205082426,-1.3862943611198906
Round,0.28,Very Good,H,SI1,VG,VG,1.01,GIA,60.0,63.0,Medium Blue,None,2008-12-10,379.0,5.937536205082426,-1.2729656758128873
Round,0.28,Ideal,H,SI1,VG,EX,1.01,GIA,61.3,57.0,None,None,2008-12-10,379.0,5.937536205082426,-1.2729656758128873
Round,0.3,Good,H,SI1,VG,VG,1.0,GIA,62.3,62.0,Medium,None,2008-12-11,379.0,5.937536205082426,-1.2039728043259361
Round,0.25,Ideal,H,VS2,EX,EX,1.01,GIA,61.9,55.0,None,None,2008-12-10,380.0,5.940171252720432,-1.3862943611198906
Princess,0.3,Very Good,H,VS2,VG,VG,1.0,GIA,74.9,70.0,None,None,2008-12-11,380.0,5.940171252720432,-1.2039728043259361
Round,0.24,Very Good,D,SI1,VG,VG,1.01,GIA,61.7,62.0,None,None,2008-12-09,381.0,5.942799375126701,-1.4271163556401458
Round,0.24,Good,D,SI1,G,VG,1.01,GIA,63.1,60.0,Faint,None,2008-12-09,381.0,5.942799375126701,-1.4271163556401458
Round,0.24,Very Good,D,SI1,G,VG,1.0,GIA,59.6,59.0,Faint,None,2008-12-09,381.0,5.942799375126701,-1.4271163556401458
Round,0.24,Very Good,D,SI1,G,VG,1.01,GIA,63.6,57.0,Medium,None,2008-12-09,381.0,5.942799375126701,-1.4271163556401458
Round,0.33,Very Good,H,SI1,VG,G,1.01,GIA,62.8,54.0,None,None,2008-12-10,381.0,5.942799375126701,-1.1086626245216111
Round,0.36,Ideal,H,SI1,VG,VG,1.01,GIA,61.7,58.0,None,None,2008-12-12,381.0,5.942799375126701,-1.0216512475319814
Emerald,0.23,Good,D,VVS1,VG,G,1.53,GIA,57.1,69.0,None,None,2008-12-09,382.0,5.945420608606575,-1.4696759700589417
Round,0.25,Good,H,VS2,VG,VG,1.01,GIA,64.8,57.0,None,None,2008-12-10,382.0,5.945420608606575,-1.3862943611198906
Emerald,0.27,Very Good,D,VS2,VG,VG,1.38,GIA,68.0,65.0,None,None,2008-12-17,382.0,5.945420608606575,-1.3093333199837622
Princess,0.29,Very Good,H,VS1,EX,G,1.06,GIA,74.2,72.0,None,None,2008-12-11,382.0,5.945420608606575,-1.2378743560016174
Emerald,0.3,Very Good,D,SI1,VG,G,1.39,GIA,65.9,63.0,None,None,2008-12-09,382.0,5.945420608606575,-1.2039728043259361
Emerald,0.3,Very Good,D,SI1,EX,VG,1.42,GIA,68.3,69.0,None,None,2008-12-09,382.0,5.945420608606575,-1.2039728043259361
Princess,0.31,Very Good,D,VS2,VG,G,1.04,GIA,73.7,61.0,None,None,2008-12-09,383.0,5.948034989180646,-1.171182981502945
Princess,0.23,Very Good,D,VVS1,VG,G,1.08,GIA,72.8,75.0,None,None,2008-12-09,384.0,5.950642552587727,-1.4696759700589417
Princess,0.29,Good,D,SI1,VG,VG,1.03,GIA,75.3,74.0,None,None,2008-12-09,384.0,5.950642552587727,-1.2378743560016174
Princess,0.28,Very Good,D,VS2,EX,VG,1.04,GIA,63.3,74.0,None,None,2008-12-17,385.0,5.953243334287785,-1.2729656758128873
Round,0.3,Good,D,SI2,VG,G,1.02,GIA,65.2,57.0,Medium,None,2008-12-15,386.0,5.955837369464831,-1.2039728043259361
Round,0.3,Ideal,D,SI2,VG,VG,1.01,GIA,60.9,56.0,Medium,None,2008-12-09,386.0,5.955837369464831,-1.2039728043259361
Round,0.3,Good,D,SI1,VG,VG,1.01,GIA,64.0,58.0,None,None,2008-12-10,386.0,5.955837369464831,-1.2039728043259361
Round,0.31,Very Good,G,SI2,G,G,1.0,GIA,62.6,58.0,None,None,2008-12-10,387.0,5.958424693029782,-1.171182981502945
Round,0.27,Ideal,G,VS2,EX,VG,1.01,GIA,61.6,56.0,None,None,2008-12-10,388.0,5.961005339623274,-1.3093333199837622
Princess,0.3,Very Good,G,VS1,EX,VG,1.02,GIA,73.3,72.0,Faint Blue,None,2008-12-10,388.0,5.961005339623274,-1.2039728043259361
Princess,0.3,Very Good,D,SI1,VG,VG,1.02,GIA,72.7,78.0,None,None,2008-12-10,388.0,5.961005339623274,-1.2039728043259361
Princess,0.31,Very Good,D,VS2,G,G,1.04,GIA,71.8,70.0,Faint,None,2008-12-09,388.0,5.961005339623274,-1.171182981502945
Round,0.32,Ideal,G,SI1,VG,EX,1.01,GIA,61.9,56.0,None,None,2008-12-17,388.0,5.961005339623274,-1.1394342831883648
Round,0.34,Ideal,G,SI2,EX,VG,1.0,GIA,59.3,61.0,None,None,2008-12-11,388.0,5.961005339623274,-1.0788096613719298
Round,0.34,Ideal,G,SI1,VG,VG,1.0,GIA,62.3,57.0,None,None,2008-12-12,388.0,5.961005339623274,-1.0788096613719298
Round,0.27,Very Good,G,SI1,VG,G,1.0,GIA,62.2,58.0,None,Very Small,2008-12-10,389.0,5.963579343618446,-1.3093333199837622
Round,0.27,Ideal,G,SI1,VG,VG,1.0,GIA,61.2,61.0,None,None,2008-12-10,389.0,5.963579343618446,-1.3093333199837622
Round,0.27,Ideal,G,SI1,EX,VG,1.01,GIA,60.4,61.0,None,None,2008-12-10,389.0,5.963579343618446,-1.3093333199837622
Round,0.27,Ideal,G,SI1,EX,EX,1.01,GIA,61.3,56.0,None,None,2008-12-10,389.0,5.963579343618446,-1.3093333199837622
Princess,0.3,Good,G,VVS2,VG,G,1.06,GIA,76.5,72.0,None,None,2008-12-10,389.0,5.963579343618446,-1.2039728043259361
Round,0.3,Ideal,G,SI1,VG,VG,1.0,GIA,59.3,61.0,None,None,2008-12-10,389.0,5.963579343618446,-1.2039728043259361
Princess,0.3,Very Good,D,SI1,EX,G,1.04,GIA,67.4,78.0,None,None,2008-12-10,389.0,5.963579343618446,-1.2039728043259361
Round,0.31,Very Good,D,SI2,VG,VG,1.01,GIA,63.6,56.0,Faint,None,2008-12-09,389.0,5.963579343618446,-1.171182981502945
Round,0.31,Very Good,D,SI2,EX,VG,1.0,GIA,58.6,58.0,None,None,2008-12-09,389.0,5.963579343618446,-1.171182981502945
Emerald,0.26,Good,G,IF,G,G,1.31,GIA,65.2,73.0,None,None,2008-12-18,390.0,5.966146739123692,-1.3470736479666092
Round,0.29,Fair,G,SI2,VG,G,1.01,GIA,66.5,59.0,Faint,None,2008-12-10,390.0,5.966146739123692,-1.2378743560016174
Princess,0.3,Good,G,VS1,VG,VG,1.03,GIA,75.2,71.0,None,None,2008-12-10,390.0,5.966146739123692,-1.2039728043259361
Princess,0.3,Good,G,VS1,EX,VG,1.02,GIA,75.4,77.0,None,None,2008-12-10,390.0,5.966146739123692,-1.2039728043259361
Princess,0.3,Good,G,VS1,VG,VG,1.02,GIA,75.5,74.0,None,None,2008-12-10,390.0,5.966146739123692,-1.2039728043259361
Princess,0.32,Good,G,VS1,EX,VG,1.01,GIA,77.7,72.0,None,None,2008-12-10,390.0,5.966146739123692,-1.1394342831883648
Round,0.35,Ideal,G,SI2,VG,VG,1.01,GIA,60.9,61.0,None,None,2008-12-11,390.0,5.966146739123692,-1.0498221244986778
Round,0.25,Good,D,SI1,VG,VG,1.01,GIA,64.8,54.0,Medium,None,2008-12-09,397.0,5.983936280687191,-1.3862943611198906
Round,0.25,Ideal,D,SI1,VG,EX,1.01,GIA,61.8,55.0,None,None,2008-12-09,397.0,5.983936280687191,-1.3862943611198906
Round,0.25,Very Good,D,SI1,VG,EX,1.01,GIA,61.8,61.0,None,None,2008-12-09,397.0,5.983936280687191,-1.3862943611198906
Round,0.25,Very Good,D,SI1,VG,G,1.01,GIA,59.4,63.0,Medium,None,2008-12-09,397.0,5.983936280687191,-1.3862943611198906
Princess,0.3,Good,D,SI1,EX,VG,1.02,GIA,75.2,74.0,Faint,None,2008-12-10,397.0,5.983936280687191,-1.2039728043259361
Princess,0.31,Good,D,SI1,EX,G,1.0,GIA,76.1,75.0,None,None,2008-12-10,397.0,5.983936280687191,-1.171182981502945
Round,0.26,Ideal,D,SI2,EX,EX,1.0,GIA,61.7,56.0,None,None,2008-12-09,398.0,5.986452005284438,-1.3470736479666092
Princess,0.34,Very Good,D,SI1,EX,G,1.04,GIA,74.9,72.0,None,None,2008-12-09,398.0,5.986452005284438,-1.0788096613719298
Princess,0.29,Good,D,SI1,G,G,1.0,GIA,76.9,71.0,None,None,2008-12-09,399.0,5.988961416889864,-1.2378743560016174
Emerald,0.23,Very Good,F,VVS2,VG,G,1.28,GIA,67.5,67.0,None,None,2008-12-11,400.0,5.991464547107982,-1.4696759700589417
Princess,0.25,Good,F,VVS2,EX,EX,1.04,GIA,58.0,69.0,None,None,2008-12-18,400.0,5.991464547107982,-1.3862943611198906
Round,0.3,Ideal,F,SI2,EX,EX,1.01,GIA,60.8,57.0,None,None,2008-12-10,400.0,5.991464547107982,-1.2039728043259361
Princess,0.3,Very Good,D,SI1,EX,VG,1.02,GIA,72.7,71.0,None,None,2008-12-10,400.0,5.991464547107982,-1.2039728043259361
Princess,0.3,Very Good,D,SI1,EX,VG,1.02,GIA,74.0,73.0,None,None,2008-12-10,400.0,5.991464547107982,-1.2039728043259361
Princess,0.32,Good,D,VS2,G,G,1.01,GIA,68.4,82.0,None,None,2008-12-09,400.0,5.991464547107982,-1.1394342831883648
Round,0.34,Ideal,F,SI2,EX,EX,1.01,GIA,62.8,56.0,None,None,2008-12-17,400.0,5.991464547107982,-1.0788096613719298
Round,0.34,Ideal,F,SI2,EX,EX,1.0,GIA,61.5,55.0,None,None,2008-12-17,400.0,5.991464547107982,-1.0788096613719298
Round,0.23,Good,D,VS1,G,G,1.01,GIA,61.4,59.0,None,None,2008-12-11,401.0,5.993961427306569,-1.4696759700589417
Round,0.25,Very Good,F,VS2,VG,VG,1.01,GIA,59.3,65.0,Strong,None,2008-12-10,401.0,5.993961427306569,-1.3862943611198906
Round,0.25,Good,F,VS2,VG,VG,1.01,GIA,63.2,61.0,None,None,2008-12-10,401.0,5.993961427306569,-1.3862943611198906
Round,0.25,Very Good,F,VS2,EX,VG,1.01,GIA,61.5,63.0,None,None,2008-12-10,401.0,5.993961427306569,-1.3862943611198906
Round,0.25,Very Good,F,VS2,EX,G,1.01,GIA,60.3,59.0,None,None,2008-12-10,401.0,5.993961427306569,-1.3862943611198906
Round,0.25,Good,F,VS2,G,VG,1.01,GIA,61.4,63.0,None,None,2008-12-10,401.0,5.993961427306569,-1.3862943611198906
Round,0.25,Very Good,F,VS2,VG,VG,1.01,GIA,61.5,60.0,Medium,None,2008-12-10,401.0,5.993961427306569,-1.3862943611198906
Round,0.25,Very Good,F,VS2,EX,VG,1.01,GIA,63.2,62.0,Strong,None,2008-12-10,401.0,5.993961427306569,-1.3862943611198906
Round,0.28,Good,F,SI2,VG,VG,1.01,GIA,63.1,62.0,None,None,2008-12-10,401.0,5.993961427306569,-1.2729656758128873
Round,0.28,Very Good,F,SI2,G,VG,1.01,GIA,60.1,56.0,None,None,2008-12-10,401.0,5.993961427306569,-1.2729656758128873
Round,0.28,Good,F,SI2,VG,VG,1.01,GIA,64.1,61.0,None,None,2008-12-10,401.0,5.993961427306569,-1.2729656758128873
Round,0.28,Good,F,SI2,VG,VG,1.01,GIA,63.6,63.0,None,None,2008-12-10,401.0,5.993961427306569,-1.2729656758128873
Round,0.32,Very Good,D,SI2,EX,VG,1.01,GIA,63.7,59.0,None,None,2008-12-09,401.0,5.993961427306569,-1.1394342831883648
Round,0.36,Very Good,F,SI2,VG,VG,1.01,GIA,61.4,61.0,Medium,None,2008-12-10,401.0,5.993961427306569,-1.0216512475319814
Princess,0.23,Very Good,D,VVS1,VG,G,1.04,GIA,62.2,69.0,None,None,2008-12-09,402.0,5.996452088619021,-1.4696759700589417
Princess,0.24,Good,F,VVS1,G,G,1.03,GIA,74.5,81.0,None,None,2008-12-10,402.0,5.996452088619021,-1.4271163556401458
Round,0.25,Very Good,D,VS1,VG,VG,1.01,GIA,62.3,60.0,Strong Blue,None,2008-12-11,402.0,5.996452088619021,-1.3862943611198906
Round,0.27,Ideal,D,SI2,EX,EX,1.0,GIA,60.7,57.0,Medium,None,2008-12-09,402.0,5.996452088619021,-1.3093333199837622
Princess,0.3,Good,F,VVS2,VG,G,1.06,GIA,76.9,68.0,None,None,2008-12-10,402.0,5.996452088619021,-1.2039728043259361
Round,0.31,Very Good,D,SI2,VG,VG,1.0,GIA,60.0,57.0,None,Very Small,2008-12-17,402.0,5.996452088619021,-1.171182981502945
Princess,0.31,Very Good,D,SI1,EX,G,1.04,GIA,72.8,71.0,None,None,2008-12-10,402.0,5.996452088619021,-1.171182981502945
Round,0.28,Ideal,G,SI1,VG,VG,1.01,GIA,62.0,57.0,None,Small,2008-12-10,403.0,5.998936561946683,-1.2729656758128873
Round,0.28,Very Good,G,SI1,G,VG,1.01,GIA,62.6,62.0,None,None,2008-12-10,403.0,5.998936561946683,-1.2729656758128873
Princess,0.3,Good,D,SI1,EX,VG,1.02,GIA,75.3,78.0,None,None,2008-12-09,403.0,5.998936561946683,-1.2039728043259361
Round,0.31,Ideal,G,VS2,VG,VG,1.01,GIA,60.2,61.0,Medium Blue,None,2008-12-12,403.0,5.998936561946683,-1.171182981502945
Round,0.25,Very Good,G,VS1,VG,VG,1.01,GIA,62.5,54.0,None,None,2008-12-10,404.0,6.0014148779611505,-1.3862943611198906
Princess,0.23,Very Good,G,VVS1,VG,G,1.02,GIA,73.5,68.0,None,None,2008-12-10,406.0,6.0063531596017325,-1.4696759700589417
Round,0.28,Ideal,G,VS2,EX,EX,1.0,GIA,62.1,54.0,None,None,2008-12-17,406.0,6.0063531596017325,-1.2729656758128873
Round,0.3,Ideal,G,SI1,VG,VG,1.01,GIA,62.6,57.0,None,Very Small,2008-12-11,406.0,6.0063531596017325,-1.2039728043259361
Round,0.32,Ideal,G,SI1,EX,EX,1.0,GIA,61.7,55.0,Strong,None,2008-12-10,406.0,6.0063531596017325,-1.1394342831883648
Princess,0.32,Very Good,G,VS1,VG,VG,1.01,GIA,74.5,74.0,Medium Blue,None,2008-12-11,406.0,6.0063531596017325,-1.1394342831883648
Round,0.31,Very Good,G,SI1,EX,VG,1.01,GIA,61.5,60.0,None,None,2008-12-10,407.0,6.008813185442595,-1.171182981502945
Round,0.31,Very Good,G,SI1,VG,VG,1.0,GIA,62.6,58.0,None,None,2008-12-10,407.0,6.008813185442595,-1.171182981502945
Round,0.36,Very Good,G,SI2,VG,VG,1.01,GIA,61.1,61.0,None,None,2008-12-11,407.0,6.008813185442595,-1.0216512475319814
Round,0.36,Very Good,G,SI2,VG,VG,1.02,GIA,62.0,60.0,None,None,2008-12-11,407.0,6.008813185442595,-1.0216512475319814
Round,0.23,Very Good,G,VS1,VG,EX,1.01,GIA,60.6,56.0,None,None,2008-12-10,408.0,6.0112671744041615,-1.4696759700589417
Round,0.27,Good,E,SI1,VG,VG,1.01,GIA,62.8,62.0,None,None,2008-12-10,408.0,6.0112671744041615,-1.3093333199837622
Round,0.27,Ideal,E,SI1,EX,VG,1.01,GIA,61.3,58.0,None,None,2008-12-10,408.0,6.0112671744041615,-1.3093333199837622
Round,0.28,Ideal,G,VS2,VG,EX,1.01,GIA,62.2,55.0,None,None,2008-12-17,408.0,6.0112671744041615,-1.2729656758128873
Round,0.32,Ideal,G,SI1,EX,EX,1.01,GIA,62.3,55.0,None,None,2008-12-17,408.0,6.0112671744041615,-1.1394342831883648
Round,0.33,Ideal,G,SI2,EX,VG,1.01,GIA,61.3,56.0,None,None,2008-12-10,408.0,6.0112671744041615,-1.1086626245216111
Round,0.33,Ideal,G,SI2,EX,VG,1.01,GIA,61.5,56.0,None,None,2008-12-10,408.0,6.0112671744041615,-1.1086626245216111
Round,0.23,Very Good,E,VS2,EX,VG,1.01,GIA,63.0,60.0,None,None,2008-12-10,409.0,6.013715156042802,-1.4696759700589417
Round,0.23,Very Good,E,VS2,VG,G,1.0,GIA,61.4,59.0,Faint,None,2008-12-10,409.0,6.013715156042802,-1.4696759700589417
Round,0.23,Good,E,VS2,VG,VG,1.01,GIA,63.3,62.0,None,None,2008-12-10,409.0,6.013715156042802,-1.4696759700589417
Princess,0.23,Very Good,E,VVS2,VG,VG,1.01,GIA,71.7,73.0,None,None,2008-12-10,409.0,6.013715156042802,-1.4696759700589417
Emerald,0.24,Very Good,D,VVS1,VG,VG,1.27,GIA,66.4,65.0,None,None,2008-12-17,409.0,6.013715156042802,-1.4271163556401458
Emerald,0.24,Very Good,D,VVS1,VG,VG,1.48,GIA,61.3,67.0,None,None,2008-12-09,409.0,6.013715156042802,-1.4271163556401458
Emerald,0.24,Very Good,E,IF,G,VG,1.43,GIA,64.1,70.0,None,None,2008-12-10,409.0,6.013715156042802,-1.4271163556401458
Round,0.3,Ideal,E,SI1,EX,EX,1.0,GIA,61.4,57.0,Strong Blue,None,2008-12-10,409.0,6.013715156042802,-1.2039728043259361
Round,0.3,Ideal,E,SI1,EX,EX,1.0,GIA,61.7,56.0,Strong Blue,None,2008-12-17,409.0,6.013715156042802,-1.2039728043259361
Princess,0.31,Very Good,E,VS2,VG,VG,1.01,GIA,71.4,71.0,None,None,2008-12-11,409.0,6.013715156042802,-1.171182981502945
Round,0.35,Ideal,G,SI1,VG,VG,1.0,GIA,60.1,59.0,None,None,2008-12-12,409.0,6.013715156042802,-1.0498221244986778
Round,0.35,Ideal,E,SI2,EX,VG,1.02,GIA,61.8,55.0,None,None,2008-12-10,409.0,6.013715156042802,-1.0498221244986778
Round,0.23,Ideal,D,VS1,VG,VG,1.01,GIA,61.8,58.0,None,None,2008-12-09,410.0,6.016157159698354,-1.4696759700589417
Round,0.27,Ideal,E,SI1,VG,EX,1.0,GIA,62.0,54.0,None,None,2008-12-10,410.0,6.016157159698354,-1.3093333199837622
Round,0.27,Ideal,E,SI1,VG,VG,1.01,GIA,61.2,57.0,Medium,None,2008-12-10,410.0,6.016157159698354,-1.3093333199837622
Round,0.27,Ideal,E,SI1,EX,VG,1.01,GIA,61.2,56.0,None,None,2008-12-10,410.0,6.016157159698354,-1.3093333199837622
Round,0.27,Very Good,E,SI1,VG,VG,1.01,GIA,63.4,58.0,None,None,2008-12-10,410.0,6.016157159698354,-1.3093333199837622
Round,0.27,Very Good,E,SI1,EX,VG,1.01,GIA,61.3,60.0,None,None,2008-12-10,410.0,6.016157159698354,-1.3093333199837622
Round,0.27,Very Good,E,SI1,EX,VG,1.02,GIA,61.2,60.0,None,None,2008-12-10,410.0,6.016157159698354,-1.3093333199837622
Princess,0.28,Very Good,D,VS2,VG,G,1.0,GIA,67.9,73.0,None,None,2008-12-17,410.0,6.016157159698354,-1.2729656758128873
Round,0.32,Very Good,E,SI2,EX,EX,1.01,GIA,59.4,60.0,None,None,2008-12-10,410.0,6.016157159698354,-1.1394342831883648
Round,0.36,Very Good,E,SI2,VG,EX,1.0,GIA,60.2,57.0,Medium,None,2008-12-10,410.0,6.016157159698354,-1.0216512475319814
Round,0.36,Very Good,E,SI2,G,VG,1.01,GIA,63.4,55.0,None,None,2008-12-10,410.0,6.016157159698354,-1.0216512475319814
Princess,0.23,Good,D,VVS2,EX,VG,1.05,GIA,75.3,77.0,None,None,2008-12-09,411.0,6.018593214496234,-1.4696759700589417
Princess,0.23,Good,D,VVS2,VG,G,1.03,GIA,76.5,75.0,None,None,2008-12-09,411.0,6.018593214496234,-1.4696759700589417
Princess,0.23,Good,D,VVS2,EX,VG,1.04,GIA,75.1,77.0,None,None,2008-12-09,411.0,6.018593214496234,-1.4696759700589417
Emerald,0.24,Very Good,D,VS1,G,G,1.33,GIA,67.4,71.0,None,None,2008-12-09,411.0,6.018593214496234,-1.4271163556401458
Princess,0.29,Good,D,VS1,VG,VG,1.05,GIA,61.0,71.0,None,None,2008-12-17,411.0,6.018593214496234,-1.2378743560016174
Princess,0.33,Very Good,D,SI1,VG,G,1.06,GIA,70.1,72.0,None,None,2008-12-10,411.0,6.018593214496234,-1.1086626245216111
Round,0.26,Very Good,D,SI1,VG,G,1.01,GIA,60.9,61.0,Faint,None,2008-12-09,412.0,6.021023349349527,-1.3470736479666092
Round,0.26,Very Good,D,SI1,EX,VG,1.0,GIA,60.8,62.0,Medium Blue,None,2008-12-09,412.0,6.021023349349527,-1.3470736479666092
Round,0.26,Good,D,SI1,VG,VG,1.01,GIA,62.7,61.0,None,None,2008-12-09,412.0,6.021023349349527,-1.3470736479666092
Round,0.26,Ideal,D,SI1,VG,VG,1.01,GIA,62.1,53.0,None,None,2008-12-09,412.0,6.021023349349527,-1.3470736479666092
Round,0.26,Ideal,D,SI1,EX,VG,1.01,GIA,61.7,56.0,None,None,2008-12-09,412.0,6.021023349349527,-1.3470736479666092
Round,0.26,Ideal,D,SI1,VG,VG,1.01,GIA,61.7,56.0,None,None,2008-12-09,412.0,6.021023349349527,-1.3470736479666092
Round,0.26,Very Good,D,SI1,VG,G,1.0,GIA,62.7,58.0,None,None,2008-12-09,412.0,6.021023349349527,-1.3470736479666092
Round,0.26,Ideal,D,SI1,EX,VG,1.01,GIA,60.3,62.0,Faint,None,2008-12-09,412.0,6.021023349349527,-1.3470736479666092
Round,0.26,Good,D,SI1,VG,VG,1.01,GIA,57.9,61.0,None,None,2008-12-09,412.0,6.021023349349527,-1.3470736479666092
Round,0.31,Very Good,D,SI2,VG,VG,1.01,GIA,58.4,60.0,None,None,2008-12-09,412.0,6.021023349349527,-1.171182981502945
Round,0.3,Very Good,G,VS2,EX,EX,1.0,GIA,62.5,57.0,None,None,2008-12-17,415.0,6.028278520230698,-1.2039728043259361
Round,0.3,Very Good,G,VS2,EX,EX,1.01,GIA,62.7,56.0,None,None,2008-12-17,415.0,6.028278520230698,-1.2039728043259361
Round,0.31,Ideal,G,VS2,VG,VG,1.01,GIA,62.1,57.0,None,None,2008-12-12,415.0,6.028278520230698,-1.171182981502945
Round,0.31,Ideal,G,VS2,EX,VG,1.02,GIA,60.8,56.0,None,None,2008-12-12,415.0,6.028278520230698,-1.171182981502945
Round,0.31,Ideal,G,VS2,EX,VG,1.01,GIA,60.0,58.0,Medium Blue,None,2008-12-12,415.0,6.028278520230698,-1.171182981502945
Round,0.31,Ideal,G,VS2,EX,VG,1.01,GIA,61.2,56.0,None,None,2008-12-12,415.0,6.028278520230698,-1.171182981502945
Princess,0.33,Very Good,G,VS2,VG,VG,1.0,GIA,71.5,70.0,None,None,2008-12-11,415.0,6.028278520230698,-1.1086626245216111
Princess,0.28,Good,G,VVS2,EX,VG,1.02,GIA,75.1,68.0,None,None,2008-12-18,416.0,6.030685260261263,-1.2729656758128873
Round,0.29,Ideal,G,VS2,EX,EX,1.01,GIA,61.7,55.0,None,None,2008-12-10,416.0,6.030685260261263,-1.2378743560016174
Round,0.29,Ideal,G,VS2,EX,EX,1.01,GIA,61.6,55.0,None,None,2008-12-10,416.0,6.030685260261263,-1.2378743560016174
Round,0.29,Ideal,G,VS2,EX,EX,1.01,GIA,61.6,56.0,None,None,2008-12-10,416.0,6.030685260261263,-1.2378743560016174
Round,0.29,Ideal,G,VS2,EX,VG,1.01,GIA,61.4,54.0,None,None,2008-12-10,416.0,6.030685260261263,-1.2378743560016174
Round,0.3,Ideal,G,VS2,EX,EX,1.01,GIA,59.9,59.0,None,None,2008-12-12,416.0,6.030685260261263,-1.2039728043259361
Round,0.23,Very Good,G,VVS2,EX,VG,1.01,GIA,61.5,55.0,None,None,2008-12-10,417.0,6.0330862217988015,-1.4696759700589417
Round,0.31,Very Good,G,SI1,EX,EX,1.01,GIA,60.5,58.0,None,None,2008-12-10,417.0,6.0330862217988015,-1.171182981502945
Round,0.26,Ideal,G,VS1,EX,EX,1.01,GIA,61.6,54.0,None,None,2008-12-10,418.0,6.035481432524756,-1.3470736479666092
Round,0.29,Ideal,G,SI1,EX,VG,1.01,GIA,59.4,61.0,Faint,None,2008-12-10,418.0,6.035481432524756,-1.2378743560016174
Round,0.29,Good,G,SI1,VG,VG,1.01,GIA,63.1,60.0,None,None,2008-12-10,418.0,6.035481432524756,-1.2378743560016174
Round,0.28,Very Good,D,SI2,VG,VG,1.01,GIA,62.2,61.0,None,None,2008-12-09,420.0,6.040254711277414,-1.2729656758128873
Round,0.3,Ideal,D,SI2,EX,VG,1.01,GIA,61.8,55.0,None,None,2008-12-09,420.0,6.040254711277414,-1.2039728043259361
Round,0.32,Ideal,D,SI2,EX,EX,1.01,GIA,61.9,56.0,None,None,2008-12-16,420.0,6.040254711277414,-1.1394342831883648
Round,0.32,Ideal,D,SI2,EX,EX,1.0,GIA,61.5,56.0,Medium Blue,None,2008-12-16,420.0,6.040254711277414,-1.1394342831883648
Princess,0.33,Very Good,E,SI1,EX,VG,1.03,GIA,71.7,68.0,None,None,2008-12-11,420.0,6.040254711277414,-1.1086626245216111
Round,0.33,Ideal,E,SI2,VG,EX,1.0,GIA,59.1,58.0,None,None,2008-12-10,420.0,6.040254711277414,-1.1086626245216111
Round,0.24,Ideal,D,SI1,VG,EX,1.01,GIA,61.5,56.0,None,None,2008-12-09,421.0,6.042632833682381,-1.4271163556401458
Round,0.26,Ideal,D,SI1,EX,EX,1.0,GIA,60.9,57.0,Faint,None,2008-12-09,421.0,6.042632833682381,-1.3470736479666092
Round,0.26,Ideal,D,SI1,EX,EX,1.01,GIA,60.7,59.0,None,None,2008-12-16,421.0,6.042632833682381,-1.3470736479666092
Round,0.31,Ideal,E,SI1,VG,VG,1.01,GIA,60.8,59.0,Medium Blue,None,2008-12-12,421.0,6.042632833682381,-1.171182981502945
Princess,0.23,Very Good,E,VVS1,EX,VG,1.05,GIA,73.1,76.0,None,None,2008-12-10,422.0,6.045005314036012,-1.4696759700589417
Princess,0.25,Very Good,D,VVS1,EX,VG,1.03,GIA,67.8,69.0,None,None,2008-12-17,422.0,6.045005314036012,-1.3862943611198906
